"10a"-adjective-eo "X"-adjective-ca
"abrikotarbo"-noun-eo "albercoquer"-noun-ca
"abrikoto"-noun-eo "albercoc"-noun-ca
"abrupta"-adjective-eo "abrupte"-adjective-ca
"abrupta"-adjective-eo "brusc"-adjective-ca
"absceso"-noun-eo "abscés"-noun-ca
"absoluta"-adjective-eo "absolut"-adjective-ca
"absolutismo"-noun-eo "absolutisme"-noun-ca
"absolvi"-verb-eo "absoldre"-verb-ca
"abstinado"-noun-eo "abstinència"-noun-ca
"abstinado"-noun-eo "dejuni"-noun-ca
"abstini"-verb-eo "abstenir"-verb-ca
"abstrakta"-adjective-eo "abstracte"-adjective-ca
"absurda"-adjective-eo "absurd"-adjective-ca
"absurde"-adverb-eo "absurdament"-adverb-ca
"abunda"-adjective-eo "abundant"-adjective-ca
"abunda"-adjective-eo "copiós"-adjective-ca
"abunde"-adverb-eo "abundantment"-adverb-ca
"abunde"-adverb-eo "en abundància"-adverb-ca
"abundeco"-noun-eo "exuberància"-noun-ca
"abundi"-verb-eo "abundar"-verb-ca
"abundo"-noun-eo "profusió"-noun-ca
"aĉa"-adjective-eo "desagradable"-adjective-ca
"aĉa"-adjective-eo "dolent"-adjective-ca
"aĉa"-adjective-eo "fastigós"-adjective-ca
"aĉetanto"-noun-eo "comprador"-noun-ca
"aĉetkapablo"-noun-eo "poder adquisitiu"-noun-ca
"aĉeto"-noun-eo "compra"-noun-ca
"acetono"-noun-eo "acetona"-noun-ca
"acida"-adjective-eo "agre"-adjective-ca
"acida"-adjective-eo "àcid"-adjective-ca
"acido"-noun-eo "àcid"-noun-ca
"Adam"-properNoun-eo "Adam"-properNoun-ca
"Adam"-noun-eo "Adam"-properNoun-ca
"adapti"-verb-eo "adaptar"-verb-ca
"adaptilo"-noun-eo "adaptador"-noun-ca
"adapto"-noun-eo "adaptació"-noun-ca
"adekvata"-adjective-eo "adequat"-adjective-ca
"adepto"-noun-eo "adepte"-noun-ca
"adheri"-verb-eo "adherir"-verb-ca
"adiaŭo"-noun-eo "comiat"-noun-ca
"adicii"-verb-eo "addicionar"-verb-ca
"adicii"-verb-eo "sumar"-verb-ca
"adicio"-noun-eo "addició"-noun-ca
"adicio"-noun-eo "suma"-noun-ca
"adjektivo"-noun-eo "adjectiu"-noun-ca
"administra"-adjective-eo "administratiu"-adjective-ca
"administracia"-adjective-eo "administratiu"-adjective-ca
"administracie"-adverb-eo "administrativament"-adverb-ca
"administracio"-noun-eo "administració"-noun-ca
"administranto"-noun-eo "administrador"-noun-ca
"administranto"-noun-eo "administratiu"-noun-ca
"administranto"-noun-eo "gestor"-noun-ca
"administre"-adverb-eo "administrativament"-adverb-ca
"administrejo"-noun-eo "administració"-noun-ca
"administrejo"-noun-eo "gestoria"-noun-ca
"admiralo"-noun-eo "almirall"-noun-ca
"admirinda"-adjective-eo "admirable"-adjective-ca
"admiro"-noun-eo "admiració"-noun-ca
"admono"-noun-eo "amonestament"-noun-ca
"admono"-noun-eo "exhortació"-noun-ca
"adoleska"-adjective-eo "adolescent"-adjective-ca
"adoleskanto"-noun-eo "adolescent"-noun-ca
"adoleskulo"-noun-eo "adolescent"-noun-ca
"adolta"-adjective-eo "adult"-adjective-ca
"adolto"-noun-eo "adult"-noun-ca
"adopti"-verb-eo "adoptar"-verb-ca
"adopto"-noun-eo "adopció"-noun-ca
"adorado"-noun-eo "adoració"-noun-ca
"adresanto"-noun-eo "remitent"-noun-ca
"adresato"-noun-eo "destinatari"-noun-ca
"adreso"-noun-eo "adreça"-noun-ca
"adstringa"-adjective-eo "astringent"-adjective-ca
"adverbo"-noun-eo "adverbi"-noun-ca
"adversa"-adjective-eo "advers"-adjective-ca
"advokato"-noun-eo "advocat"-noun-ca
"adzo"-noun-eo "aixa"-noun-ca
"aera"-adjective-eo "aeri"-adjective-ca
"aero"-noun-eo "aire"-noun-ca
"afabla"-adjective-eo "afable"-adjective-ca
"afabla"-adjective-eo "afectuós"-adjective-ca
"afabla"-adjective-eo "amable"-adjective-ca
"afabla"-adjective-eo "educat"-adjective-ca
"afable"-adverb-eo "afectuosament"-adverb-ca
"afable"-adverb-eo "amablement"-adverb-ca
"afableco"-noun-eo "amabilitat"-noun-ca
"afableco"-noun-eo "cordialitat"-noun-ca
"afekcii"-verb-eo "afectar"-verb-ca
"afekcio"-noun-eo "afecció"-noun-ca
"afekcio"-noun-eo "malaltia"-noun-ca
"afekto"-noun-eo "afectació"-noun-ca
"afero"-noun-eo "afer"-noun-ca
"afero"-noun-eo "assumpte"-noun-ca
"afero"-noun-eo "cosa"-noun-ca
"afgana"-adjective-eo "afganès"-adjective-ca
"afgana"-adjective-eo "afgà"-adjective-ca
"Afganio"-properNoun-eo "Afganistan"-properNoun-ca
"afgano"-noun-eo "afganès"-noun-ca
"afgano"-noun-eo "afgà"-noun-ca
"afido"-noun-eo "pugó"-noun-ca
"afikso"-noun-eo "afix"-noun-ca
"afiŝo"-noun-eo "cartell"-noun-ca
"afiŝo"-noun-eo "pòster"-noun-ca
"aflikta"-adjective-eo "angoixant"-adjective-ca
"aflikta"-adjective-eo "angoixós"-adjective-ca
"aflikta"-adjective-eo "anguniós"-adjective-ca
"aflikti"-verb-eo "afligir"-verb-ca
"aflikti"-verb-eo "angoixar"-verb-ca
"aflikti"-verb-eo "atribolar"-verb-ca
"aflikti"-verb-eo "desolar"-verb-ca
"afliktiĝo"-noun-eo "compunció"-noun-ca
"afonio"-noun-eo "afonia"-noun-ca
"aforismo"-noun-eo "aforisme"-noun-ca
"afranki"-verb-eo "franquejar"-verb-ca
"afrika"-adjective-eo "africà"-adjective-ca
"afrikano"-noun-eo "africà"-noun-ca
"Afriko"-properNoun-eo "Àfrica"-properNoun-ca
"agado"-noun-eo "acció"-noun-ca
"agado"-noun-eo "actuació"-noun-ca
"agavo"-noun-eo "atzavara"-noun-ca
"agema"-adjective-eo "actiu"-adjective-ca
"agema"-adjective-eo "treballador"-adjective-ca
"agendo"-noun-eo "agenda"-noun-ca
"agentejo"-noun-eo "agència"-noun-ca
"agento"-noun-eo "agent"-noun-ca
"agitiĝo"-noun-eo "agitació"-noun-ca
"agitiĝo"-noun-eo "desfici"-noun-ca
"aglo"-noun-eo "àguila"-noun-ca
"aglo"-noun-eo "àliga"-noun-ca
"aglomero"-noun-eo "aglomeració"-noun-ca
"agnostika"-adjective-eo "agnòstic"-adjective-ca
"agnostikismo"-noun-eo "agnosticisme"-noun-ca
"ago"-noun-eo "acció"-noun-ca
"ago"-noun-eo "acte"-noun-ca
"aĝo"-noun-eo "edat"-noun-ca
"agonii"-verb-eo "agonitzar"-verb-ca
"agonio"-noun-eo "agonia"-noun-ca
"agordo"-noun-eo "configuració"-noun-ca
"agordo"-noun-eo "humor"-noun-ca
"agordo"-noun-eo "sintonia"-noun-ca
"agrabla"-adjective-eo "agradable"-adjective-ca
"agrable"-adverb-eo "agradablement"-adverb-ca
"agrafi"-verb-eo "engafar"-verb-ca
"agrafi"-verb-eo "grapar"-verb-ca
"agrafo"-noun-eo "gafa"-noun-ca
"agrafo"-noun-eo "gafet"-noun-ca
"agrafo"-noun-eo "tanca"-noun-ca
"agrafo"-noun-eo "tancador"-noun-ca
"agrara"-adjective-eo "agrari"-adjective-ca
"agrara"-adjective-eo "agrícola"-adjective-ca
"agresa"-adjective-eo "agressor"-adjective-ca
"agresanto"-noun-eo "agressor"-noun-ca
"agresema"-adjective-eo "agressiu"-adjective-ca
"agresemo"-noun-eo "agressivitat"-noun-ca
"agresi"-verb-eo "agredir"-verb-ca
"agreso"-noun-eo "agressió"-noun-ca
"agrikulturo"-noun-eo "agricultura"-noun-ca
"agro"-noun-eo "camp"-noun-ca
"agrokulturo"-noun-eo "agricultura"-noun-ca
"agronomio"-noun-eo "agronomia"-noun-ca
"agronomo"-noun-eo "agrònom"-noun-ca
"aidoso"-noun-eo "sida"-noun-ca
"aidoso"-noun-eo "SIDA"-noun-ca
"ajlo"-noun-eo "all"-noun-ca
"ajlo"-noun-eo "allassa"-noun-ca
"ajlo"-noun-eo "ceba"-noun-ca
"ajlo"-noun-eo "escalunya"-noun-ca
"ajlo"-noun-eo "porro"-noun-ca
"ajna"-determiner-eo "qualsevol"-determiner-ca
"aĵo"-noun-eo "cosa"-noun-ca
"aĵo"-noun-eo "objecte"-noun-ca
"ajudiki"-verb-eo "adjudicar"-verb-ca
"aK"-noun-eo "aC"-noun-ca
"akacio"-noun-eo "acàcia"-noun-ca
"akademia"-adjective-eo "acadèmic"-adjective-ca
"akademiano"-noun-eo "acadèmic"-noun-ca
"akademie"-adverb-eo "acadèmicament"-adverb-ca
"akademio"-noun-eo "acadèmia"-noun-ca
"akapari"-verb-eo "acaparar"-verb-ca
"akaro"-noun-eo "àcar"-noun-ca
"akcelilo"-noun-eo "accelerador"-noun-ca
"akcelilo"-noun-eo "catalitzador"-noun-ca
"akcento"-noun-eo "accent"-noun-ca
"akcento"-noun-eo "èmfasi"-noun-ca
"akceptebla"-adjective-eo "acceptable"-adjective-ca
"akcepteble"-adverb-eo "acceptablement"-adverb-ca
"akceptejo"-noun-eo "vestíbul"-noun-ca
"akcepto"-noun-eo "rebuda"-noun-ca
"akcepto"-noun-eo "recepció"-noun-ca
"akcesora"-adjective-eo "accessori"-adjective-ca
"akcidento"-noun-eo "accident"-noun-ca
"akcio"-noun-eo "acció"-noun-ca
"akcipitro"-noun-eo "astor"-noun-ca
"akcipitro"-noun-eo "esparver"-noun-ca
"akciulo"-noun-eo "accionista"-noun-ca
"akiraĵo"-noun-eo "adquisició"-noun-ca
"aklami"-verb-eo "aclamar"-verb-ca
"akno"-noun-eo "gra"-noun-ca
"akomodi"-verb-eo "acomodar"-verb-ca
"akompanantaro"-noun-eo "comitiva"-noun-ca
"akompananto"-noun-eo "acompanyant"-noun-ca
"akompano"-noun-eo "acompanyament"-noun-ca
"akordi"-verb-eo "adir-se"-verb-ca
"akordi"-verb-eo "concordar"-verb-ca
"akordigebla"-adjective-eo "compatible"-adjective-ca
"akordiono"-noun-eo "acordió"-noun-ca
"akordo"-noun-eo "acord"-noun-ca
"akordo"-noun-eo "concordança"-noun-ca
"akra"-adjective-eo "acre"-adjective-ca
"akra"-adjective-eo "afilat"-adjective-ca
"akra"-adjective-eo "agre"-adjective-ca
"akra"-adjective-eo "agut"-adjective-ca
"akra"-adjective-eo "aspre"-adjective-ca
"akra"-adjective-eo "esmolat"-adjective-ca
"akrediti"-verb-eo "acreditar"-verb-ca
"akrido"-noun-eo "llagosta"-noun-ca
"akromata"-adjective-eo "acromàtic"-adjective-ca
"aksa"-adjective-eo "axial"-adjective-ca
"akselo"-noun-eo "aixella"-noun-ca
"akselo"-noun-eo "axil·la"-noun-ca
"aksiomo"-noun-eo "axioma"-noun-ca
"akso"-noun-eo "eix"-noun-ca
"aktiva"-adjective-eo "actiu"-adjective-ca
"aktive"-adverb-eo "activament"-adverb-ca
"aktive"-adverb-eo "dinàmicament"-adverb-ca
"aktiveco"-noun-eo "activitat"-noun-ca
"aktivo"-noun-eo "actiu"-noun-ca
"aktivulo"-noun-eo "activista"-noun-ca
"aktivulo"-noun-eo "militant"-noun-ca
"akto"-noun-eo "acte"-noun-ca
"aktoro"-noun-eo "actor"-noun-ca
"aktoro"-noun-eo "actriu"-noun-ca
"aktuala"-adjective-eo "actual"-adjective-ca
"aktualeco"-noun-eo "actualitat"-noun-ca
"akumulado"-noun-eo "acumulació"-noun-ca
"akumulatoro"-noun-eo "acumulador"-noun-ca
"akupunkturo"-noun-eo "acupuntura"-noun-ca
"akurata"-adjective-eo "puntual"-adjective-ca
"akurate"-adverb-eo "puntualment"-adverb-ca
"akurateco"-noun-eo "puntualitat"-noun-ca
"akuŝo"-noun-eo "part"-noun-ca
"akustiko"-noun-eo "acústica"-noun-ca
"akuta"-adjective-eo "agut"-adjective-ca
"akuzativo"-noun-eo "acusatiu"-noun-ca
"akuzi"-verb-eo "acusar"-verb-ca
"akuzi"-verb-eo "imputar"-verb-ca
"akuzito"-noun-eo "acusat"-noun-ca
"akuzito"-noun-eo "encausat"-noun-ca
"akuzito"-noun-eo "processat"-noun-ca
"akuzo"-noun-eo "acusació"-noun-ca
"akva"-adjective-eo "aquàtic"-adjective-ca
"akva"-adjective-eo "nàutic"-adjective-ca
"akvarelo"-noun-eo "aquarel·la"-noun-ca
"akvario"-noun-eo "aquari"-noun-ca
"akvario"-noun-eo "aquàrium"-noun-ca
"akvedukto"-noun-eo "aqüeducte"-noun-ca
"akvo"-noun-eo "aigua"-noun-ca
"akvofalo"-noun-eo "cascada"-noun-ca
"akvomelono"-noun-eo "síndria"-noun-ca
"al"-preposition-eo "a"-preposition-ca
"al"-preposition-eo "cap a"-preposition-ca
"al"-preposition-eo "envers"-preposition-ca
"alabastro"-noun-eo "alabastre"-noun-ca
"alarmi"-verb-eo "alarmar"-verb-ca
"alarmi"-verb-eo "alertar"-verb-ca
"alarmo"-noun-eo "alarma"-noun-ca
"alarmo"-noun-eo "alerta"-noun-ca
"Alasko"-properNoun-eo "Alaska"-properNoun-ca
"alaŭdo"-noun-eo "alosa"-noun-ca
"albana"-adjective-eo "albanès"-adjective-ca
"Albanio"-properNoun-eo "Albània"-properNoun-ca
"albano"-noun-eo "albanès"-noun-ca
"albergo"-noun-eo "alberg"-noun-ca
"Alberto"-properNoun-eo "Alberto"-properNoun-ca
"Alberto"-noun-eo "Alberto"-properNoun-ca
"Albi"-properNoun-eo "Albi"-properNoun-ca
"Albi"-noun-eo "Albi"-properNoun-ca
"albumino"-noun-eo "albúmina"-noun-ca
"albumo"-noun-eo "àlbum"-noun-ca
"alcedo"-noun-eo "alció"-noun-ca
"alcedo"-noun-eo "blauet"-noun-ca
"aldehido"-noun-eo "aldehid"-noun-ca
"aldo"-noun-eo "viola"-noun-ca
"aldone"-adverb-eo "addicionalment"-adverb-ca
"alegoria"-adjective-eo "alegòric"-adjective-ca
"Aleksandro"-properNoun-eo "Alexandre"-properNoun-ca
"aleo"-noun-eo "avinguda"-noun-ca
"alergio"-noun-eo "al·lèrgia"-noun-ca
"alfabeta"-adjective-eo "alfabètic"-adjective-ca
"alfabeto"-noun-eo "abecedari"-noun-ca
"alfabeto"-noun-eo "alfabet"-noun-ca
"alfabetumo"-noun-eo "abecedari"-noun-ca
"Alfonso"-properNoun-eo "Alfonso"-properNoun-ca
"Alfonso"-noun-eo "Alfonso"-properNoun-ca
"Alfredo"-properNoun-eo "Alfredo"-properNoun-ca
"algebra"-adjective-eo "algebraic"-adjective-ca
"algebro"-noun-eo "àlgebra"-noun-ca
"alĝerano"-noun-eo "algerí"-noun-ca
"alĝeria"-adjective-eo "algerià"-adjective-ca
"alĝeriano"-noun-eo "algerià"-noun-ca
"Alĝerio"-properNoun-eo "Algèria"-properNoun-ca
"Alĝero"-properNoun-eo "Alger"-properNoun-ca
"algo"-noun-eo "alga"-noun-ca
"algoritmo"-noun-eo "algorisme"-noun-ca
"algoritmo"-noun-eo "algoritme"-noun-ca
"alĥemio"-noun-eo "alquímia"-noun-ca
"alia"-determiner-eo "altre"-determiner-ca
"alia"-determiner-eo "un altre"-determiner-ca
"aliancano"-noun-eo "aliat"-noun-ca
"alianci"-verb-eo "aliar"-verb-ca
"alianco"-noun-eo "aliança"-noun-ca
"alibio"-noun-eo "coartada"-noun-ca
"aliflanke"-adverb-eo "d'altra banda"-adverb-ca
"aliflanke"-adverb-eo "d'altra part"-adverb-ca
"aliflanke"-adverb-eo "per altra banda"-adverb-ca
"aliflanke"-adverb-eo "per altra part"-adverb-ca
"aliflanke"-adverb-eo "per altre costat"-adverb-ca
"aliĝilo"-noun-eo "inscripció"-noun-ca
"aliĝo"-noun-eo "adhesió"-noun-ca
"aliĝo"-noun-eo "incorporació"-noun-ca
"aliĝo"-noun-eo "presentació"-noun-ca
"alimondisto"-noun-eo "alimundialista"-noun-ca
"alimondisto"-noun-eo "altermundialista"-noun-ca
"alimondisto"-noun-eo "altermundista"-noun-ca
"alineo"-noun-eo "paràgraf"-noun-ca
"alineo"-noun-eo "sagnat"-noun-ca
"aliro"-noun-eo "accés"-noun-ca
"alivorte"-adverb-eo "això és"-adverb-ca
"alivorte"-adverb-eo "amb altres paraules"-adverb-ca
"alivorte"-adverb-eo "és a dir"-adverb-ca
"alkaloido"-noun-eo "alcaloide"-noun-ca
"alkemio"-noun-eo "alquímia"-noun-ca
"alko"-noun-eo "ant"-noun-ca
"alkoholismo"-noun-eo "alcoholisme"-noun-ca
"alkoholo"-noun-eo "alcohol"-noun-ca
"alkonduko"-noun-eo "conducció"-noun-ca
"alkovo"-noun-eo "alcova"-noun-ca
"alloga"-adjective-eo "atractiu"-adjective-ca
"allogo"-noun-eo "atractiu"-noun-ca
"almanako"-noun-eo "almanac"-noun-ca
"almozi"-verb-eo "mendicar"-verb-ca
"almozi"-verb-eo "pidolar"-verb-ca
"almozo"-noun-eo "almoina"-noun-ca
"almozo"-noun-eo "caritat"-noun-ca
"almozpetado"-noun-eo "mendicitat"-noun-ca
"almozulo"-noun-eo "captaire"-noun-ca
"almozulo"-noun-eo "pidolaire"-noun-ca
"alno"-noun-eo "vern"-noun-ca
"alnomo"-noun-eo "sobrenom"-noun-ca
"alnomo"-noun-eo "àlies"-noun-ca
"alo"-noun-eo "ala"-noun-ca
"alojo"-noun-eo "aliatge"-noun-ca
"alpa"-adjective-eo "alpí"-adjective-ca
"alpako"-noun-eo "alpaca"-noun-ca
"alpismo"-noun-eo "alpinisme"-noun-ca
"alpisto"-noun-eo "alpinista"-noun-ca
"Alpoj"-properNoun-eo "Alps"-properNoun-ca
"alporto"-noun-eo "aportació"-noun-ca
"alta"-adjective-eo "alt"-adjective-ca
"alta"-adjective-eo "elevat"-adjective-ca
"altaĵo"-noun-eo "elevació"-noun-ca
"altaro"-noun-eo "altar"-noun-ca
"altebenaĵo"-noun-eo "altiplà"-noun-ca
"altebenaĵo"-noun-eo "planell"-noun-ca
"alteco"-noun-eo "altura"-noun-ca
"alteco"-noun-eo "alçada"-noun-ca
"alteco"-noun-eo "alçària"-noun-ca
"alterna"-adjective-eo "altern"-adjective-ca
"alternanco"-noun-eo "alternança"-noun-ca
"alternativo"-noun-eo "alternativa"-noun-ca
"alternatoro"-noun-eo "alternador"-noun-ca
"alterne"-adverb-eo "alternativament"-adverb-ca
"altigo"-noun-eo "elevació"-noun-ca
"altiĝo"-noun-eo "alta"-noun-ca
"altiĝo"-noun-eo "elevació"-noun-ca
"altiro"-noun-eo "atracció"-noun-ca
"altitudo"-noun-eo "altitud"-noun-ca
"alto"-noun-eo "altura"-noun-ca
"altrudo"-noun-eo "coacció"-noun-ca
"altrudo"-noun-eo "coerció"-noun-ca
"altruismo"-noun-eo "altruisme"-noun-ca
"aludo"-noun-eo "al·lusió"-noun-ca
"aludo"-noun-eo "insinuació"-noun-ca
"alumeto"-noun-eo "cerilla"-noun-ca
"alumeto"-noun-eo "llumí"-noun-ca
"alumeto"-noun-eo "misto"-noun-ca
"aluminio"-noun-eo "alumini"-noun-ca
"alveno"-noun-eo "arribada"-noun-ca
"alvokiĝo"-noun-eo "vocació"-noun-ca
"alvoko"-noun-eo "crida"-noun-ca
"alvoko"-noun-eo "invocació"-noun-ca
"Alzaco"-properNoun-eo "Alsàcia"-properNoun-ca
"amalgami"-verb-eo "amalgamar"-verb-ca
"amalgamo"-noun-eo "amalgama"-noun-ca
"amanto"-noun-eo "amant"-noun-ca
"amara"-adjective-eo "amarg"-adjective-ca
"amara"-adjective-eo "amargós"-adjective-ca
"amase"-adverb-eo "en massa"-adverb-ca
"amase"-adverb-eo "massivament"-adverb-ca
"amasiĝo"-noun-eo "concentració"-noun-ca
"amaskomunikila"-adjective-eo "mediàtic"-adjective-ca
"amaskomunikilo"-noun-eo "mitjà de comunicació"-noun-ca
"amaso"-noun-eo "cúmul"-noun-ca
"amaso"-noun-eo "gernació"-noun-ca
"amaso"-noun-eo "massa"-noun-ca
"amaso"-noun-eo "multitud"-noun-ca
"amaso"-noun-eo "munió"-noun-ca
"amaso"-noun-eo "munt"-noun-ca
"amaso"-noun-eo "pila"-noun-ca
"amato"-noun-eo "amant"-noun-ca
"amato"-noun-eo "estimat"-noun-ca
"amatoro"-noun-eo "afeccionat"-noun-ca
"amatoro"-noun-eo "aficionat"-noun-ca
"Amazonio"-properNoun-eo "Amazònia"-properNoun-ca
"amazono"-noun-eo "amazona"-noun-ca
"Amazono"-properNoun-eo "Amazones"-properNoun-ca
"ambasado"-noun-eo "ambaixada"-noun-ca
"ambasadoro"-noun-eo "ambaixador"-noun-ca
"ambaŭ"-determiner-eo "ambdós"-determiner-ca
"ambaŭ"-determiner-eo "tots dos"-determiner-ca
"ambaŭseksa"-adjective-eo "bisexual"-adjective-ca
"ambaŭseksa"-adjective-eo "hermafrodita"-adjective-ca
"ambicii"-verb-eo "ambicionar"-verb-ca
"ambicio"-noun-eo "ambició"-noun-ca
"ambigua"-adjective-eo "ambigu"-adjective-ca
"ambigueco"-noun-eo "ambigüitat"-noun-ca
"amboso"-noun-eo "enclusa"-noun-ca
"ambrozio"-noun-eo "ambrosia"-noun-ca
"ambrozio"-noun-eo "delicadesa"-noun-ca
"ambulanco"-noun-eo "ambulància"-noun-ca
"ambulatorio"-noun-eo "ambulatori"-noun-ca
"amelo"-noun-eo "midó"-noun-ca
"amerika"-adjective-eo "americà"-adjective-ca
"amerikano"-noun-eo "americà"-noun-ca
"Ameriko"-properNoun-eo "Amèrica"-properNoun-ca
"ametisto"-noun-eo "ametista"-noun-ca
"amfibio"-noun-eo "amfibi"-noun-ca
"amfiteatro"-noun-eo "amfiteatre"-noun-ca
"amforo"-noun-eo "àmfora"-noun-ca
"amika"-adjective-eo "amical"-adjective-ca
"amika"-adjective-eo "amistós"-adjective-ca
"amike"-adverb-eo "amistosament"-adverb-ca
"amikeco"-noun-eo "amistat"-noun-ca
"amiko"-noun-eo "amic"-noun-ca
"amnestio"-noun-eo "amnistia"-noun-ca
"amnezio"-noun-eo "amnèsia"-noun-ca
"amo"-noun-eo "amor"-noun-ca
"amoniako"-noun-eo "amoníac"-noun-ca
"amorfa"-adjective-eo "amorf"-adjective-ca
"amoro"-noun-eo "amor"-noun-ca
"amortizi"-verb-eo "amortir"-verb-ca
"amortizi"-verb-eo "amortitzar"-verb-ca
"amortizo"-noun-eo "amortització"-noun-ca
"ampero"-noun-eo "amper"-noun-ca
"ampero"-noun-eo "ampere"-noun-ca
"ampleksa"-adjective-eo "ampli"-adjective-ca
"amplekso"-noun-eo "amplitud"-noun-ca
"amplekso"-noun-eo "extensió"-noun-ca
"amplifi"-verb-eo "amplificar"-verb-ca
"amplifilo"-noun-eo "amplificador"-noun-ca
"ampolo"-noun-eo "ampul·la"-noun-ca
"ampolo"-noun-eo "bombeta"-noun-ca
"ampolo"-noun-eo "fiola"-noun-ca
"Amsterdamo"-properNoun-eo "Amsterdam"-properNoun-ca
"amuleto"-noun-eo "amulet"-noun-ca
"amuza"-adjective-eo "amè"-adjective-ca
"amuza"-adjective-eo "entretingut"-adjective-ca
"amuzaĵo"-noun-eo "entreteniment"-noun-ca
"amuzaĵo"-noun-eo "recreació"-noun-ca
"amuzo"-noun-eo "amenitat"-noun-ca
"amuzo"-noun-eo "diversió"-noun-ca
"amuzo"-noun-eo "esbarjo"-noun-ca
"amuzo"-noun-eo "gresca"-noun-ca
"anagramo"-noun-eo "anagrama"-noun-ca
"anakronismo"-noun-eo "anacronisme"-noun-ca
"analizi"-verb-eo "analitzar"-verb-ca
"analizilo"-noun-eo "analitzador"-noun-ca
"analizisto"-noun-eo "analista"-noun-ca
"analizo"-noun-eo "anàlisi"-noun-ca
"analoga"-adjective-eo "analògic"-adjective-ca
"analoga"-adjective-eo "anàleg"-adjective-ca
"analogia"-adjective-eo "analògic"-adjective-ca
"analogio"-noun-eo "analogia"-noun-ca
"ananasujo"-noun-eo "ananàs"-noun-ca
"anarkiisma"-adjective-eo "anarcosindicalista"-adjective-ca
"anarkiisma"-adjective-eo "anarquista"-adjective-ca
"anarkiismo"-noun-eo "anarcosindicalisme"-noun-ca
"anarkiismo"-noun-eo "anarquisme"-noun-ca
"anarkiista"-adjective-eo "anarquista"-adjective-ca
"anarkiisto"-noun-eo "anarcosindicalista"-noun-ca
"anarkiisto"-noun-eo "anarquista"-noun-ca
"anarkio"-noun-eo "anarquia"-noun-ca
"anatemi"-verb-eo "anatemitzar"-verb-ca
"anatemo"-noun-eo "anatema"-noun-ca
"anatomia"-adjective-eo "anatòmic"-adjective-ca
"anatomio"-noun-eo "anatomia"-noun-ca
"anatomo"-noun-eo "anatomista"-noun-ca
"anĉovo"-noun-eo "anxova"-noun-ca
"anĉovo"-noun-eo "seitó"-noun-ca
"anda"-adjective-eo "andí"-adjective-ca
