"1a"-numeral-eo "1st"-numeral-en
"aquamarine"-noun-en "akvamarino"-noun-eo
"alarmi"-verb-eo "startle"-verb-en
"startle"-verb-en "alarmi"-verb-eo
"alianci"-verb-eo "ally"-verb-en
"ally"-verb-en "alianci"-verb-eo
"alloge"-adverb-eo "inviting"-adverb-en
"inviting"-adverb-en "alloge"-adverb-eo
"almetaĵo"-noun-eo "appendage"-noun-en
"appendage"-noun-en "almetaĵo"-noun-eo
"almozo"-noun-eo "handout"-noun-en
"handout"-noun-en "almozo"-noun-eo
"alpako"-noun-eo "alpaca"-noun-en
"alpaca"-noun-en "alpako"-noun-eo
"Alpoj"-properNoun-eo "the Alps"-properNoun-en
"the Alps"-properNoun-en "Alpoj"-properNoun-eo
"alto"-noun-eo "high"-noun-en
"high"-noun-en "alto"-noun-eo
"altrudo"-noun-eo "imposition"-noun-en
"imposition"-noun-en "altrudo"-noun-eo
"alvoko"-noun-eo "summons"-noun-en
"summons"-noun-en "alvoko"-noun-eo
"amaĵisto"-noun-eo "gigolo"-noun-en
"gigolo"-noun-en "amaĵisto"-noun-eo
"amaso"-noun-eo "heap"-noun-en
"heap"-noun-en "amaso"-noun-eo
"Amazonio"-properNoun-eo "Amazonia"-properNoun-en
"Amazonia"-properNoun-en "Amazonio"-properNoun-eo
"ambaŭ"-adverb-eo "both"-adverb-en
"both"-adverb-en "ambaŭ"-adverb-eo
"amiko"-noun-eo "buddy"-noun-en
"amiko"-noun-eo "chum"-noun-en
"buddy"-noun-en "amiko"-noun-eo
"chum"-noun-en "amiko"-noun-eo
"amoristino"-noun-eo "courtesan"-noun-en
"courtesan"-noun-en "amoristino"-noun-eo
"amortizo"-noun-eo "amortisation"-noun-en
"amortisation"-noun-en "amortizo"-noun-eo
"amplekso"-noun-eo "breadth"-noun-en
"breadth"-noun-en "amplekso"-noun-eo
"amuza"-adjective-eo "amusing"-adjective-en
"amusing"-adjective-en "amuza"-adjective-eo
"amusing"-adjective-en "gajiga"-adjective-eo
"amusing"-adjective-en "distra"-adjective-eo
"gajiga"-adjective-eo "amusing"-adjective-en
"distra"-adjective-eo "amusing"-adjective-en
"amuzisto"-noun-eo "comedian"-noun-en
"comedian"-noun-en "amuzisto"-noun-eo
"comedian"-noun-en "komediisto"-noun-eo
"komediisto"-noun-eo "comedian"-noun-en
"analizi"-verb-eo "analyze"-verb-en
"analizi"-verb-eo "parse"-verb-en
"analyze"-verb-en "analizi"-verb-eo
"parse"-verb-en "analizi"-verb-eo
"anarkie"-adverb-eo "anarchical"-adverb-en
"anarkie"-adverb-eo "anarchic"-adverb-en
"anarchical"-adverb-en "anarkie"-adverb-eo
"anarchic"-adverb-en "anarkie"-adverb-eo
"Anatolio"-properNoun-eo "Anatolia"-properNoun-en
"Anatolia"-properNoun-en "Anatolio"-properNoun-eo
"anatomiisto"-noun-eo "anatomist"-noun-en
"anatomist"-noun-en "anatomiisto"-noun-eo
"Andoj"-properNoun-eo "Andes"-properNoun-en
"Andoj"-properNoun-eo "the Andes"-properNoun-en
"Andes"-properNoun-en "Andoj"-properNoun-eo
"the Andes"-properNoun-en "Andoj"-properNoun-eo
"anemio"-noun-eo "anemia"-noun-en
"anemia"-noun-en "anemio"-noun-eo
"anestezo"-noun-eo "anesthesia"-noun-en
"anesthesia"-noun-en "anestezo"-noun-eo
"anglalingva"-adjective-eo "English-language"-adjective-en
"anglalingva"-adjective-eo "English speaking"-adjective-en
"English-language"-adjective-en "anglalingva"-adjective-eo
"English speaking"-adjective-en "anglalingva"-adjective-eo
"anglikanismo"-noun-eo "Anglicanism"-noun-en
"Anglicanism"-noun-en "anglikanismo"-noun-eo
"anglikano"-noun-eo "anglican"-noun-en
"anglican"-noun-en "anglikano"-noun-eo
"anglo"-noun-eo "Englishwoman"-noun-en
"Englishwoman"-noun-en "anglo"-noun-eo
"angora"-adjective-eo "agonized"-adjective-en
"agonized"-adjective-en "angora"-adjective-eo
"agonized"-adjective-en "dolora"-adjective-eo
"dolora"-adjective-eo "agonized"-adjective-en
"angori"-verb-eo "agonize"-verb-en
"agonize"-verb-en "angori"-verb-eo
"anheli"-verb-eo "pant"-verb-en
"pant"-verb-en "anheli"-verb-eo
"ankaŭ"-adverb-eo "as well as"-adverb-en
"as well as"-adverb-en "ankaŭ"-adverb-eo
"ankoraŭ"-adverb-eo "as"-adverb-en
"as"-adverb-en "ankoraŭ"-adverb-eo
"anobio"-noun-eo "borer"-noun-en
"borer"-noun-en "anobio"-noun-eo
"anomalio"-noun-eo "freak"-noun-en
"freak"-noun-en "anomalio"-noun-eo
"freak"-noun-en "groteskulo"-noun-eo
"freak"-noun-en "groteskaĵo"-noun-eo
"groteskulo"-noun-eo "freak"-noun-en
"groteskaĵo"-noun-eo "freak"-noun-en
"anstataŭa"-adjective-eo "back-up"-adjective-en
"back-up"-adjective-en "anstataŭa"-adjective-eo
"back-up"-adjective-en "rezerva"-adjective-eo
"rezerva"-adjective-eo "back-up"-adjective-en
"rezerva"-adjective-eo "backup"-adjective-en
"rezerva"-adjective-eo "reserve"-adjective-en
"anstataŭi"-verb-eo "supercede"-verb-en
"anstataŭi"-verb-eo "supersede"-verb-en
"supercede"-verb-en "anstataŭi"-verb-eo
"supersede"-verb-en "anstataŭi"-verb-eo
"antarkta"-adjective-eo "antartic"-adjective-en
"antartic"-adjective-en "antarkta"-adjective-eo
"Antarkto"-properNoun-eo "Antartic"-properNoun-en
"Antartic"-properNoun-en "Antarkto"-properNoun-eo
"antaŭa"-adjective-eo "forward"-adjective-en
"forward"-adjective-en "antaŭa"-adjective-eo
"antaŭen"-adverb-eo "along"-adverb-en
"along"-adverb-en "antaŭen"-adverb-eo
"antaŭgarda"-adjective-eo "precautionary"-adjective-en
"precautionary"-adjective-en "antaŭgarda"-adjective-eo
"antaŭsigno"-noun-eo "harbinger"-noun-en
"harbinger"-noun-en "antaŭsigno"-noun-eo
"antaŭtago"-noun-eo "eve"-noun-en
"eve"-noun-en "antaŭtago"-noun-eo
"antaŭulo"-noun-eo "forerunner"-noun-en
"forerunner"-noun-en "antaŭulo"-noun-eo
"forerunner"-noun-en "antaŭveninto"-noun-eo
"antaŭveninto"-noun-eo "forerunner"-noun-en
"antaŭvidebla"-adjective-eo "foreseeable"-adjective-en
"antaŭvidebla"-adjective-eo "unsurprising"-adjective-en
"foreseeable"-adjective-en "antaŭvidebla"-adjective-eo
"unsurprising"-adjective-en "antaŭvidebla"-adjective-eo
"antibiotika"-adjective-eo "antibiotic"-adjective-en
"antibiotic"-adjective-en "antibiotika"-adjective-eo
"antipatie"-adverb-eo "uncongenial"-adverb-en
"antipatie"-adverb-eo "antipathetic"-adverb-en
"antipatie"-adverb-eo "repugnant"-adverb-en
"antipatie"-adverb-eo "unlikeable"-adverb-en
"uncongenial"-adverb-en "antipatie"-adverb-eo
"antipathetic"-adverb-en "antipatie"-adverb-eo
"repugnant"-adverb-en "antipatie"-adverb-eo
"unlikeable"-adverb-en "antipatie"-adverb-eo
"antropomorfismo"-noun-eo "anthropomorphism"-noun-en
"anthropomorphism"-noun-en "antropomorfismo"-noun-eo
"apaĉo"-noun-eo "gangster"-noun-en
"gangster"-noun-en "apaĉo"-noun-eo
"gangster"-noun-en "gangstero"-noun-eo
"gangstero"-noun-eo "gangster"-noun-en
"gangstero"-noun-eo "mobster"-noun-en
"aparato"-noun-eo "gadget"-noun-en
"aparato"-noun-eo "gizmo"-noun-en
"gadget"-noun-en "aparato"-noun-eo
"gizmo"-noun-en "aparato"-noun-eo
"apika"-adjective-eo "sheer"-adjective-en
"sheer"-adjective-en "apika"-adjective-eo
"sheer"-adjective-en "tuta"-adjective-eo
"tuta"-adjective-eo "sheer"-adjective-en
"tuta"-adjective-eo "downright"-adjective-en
"tuta"-adjective-eo "utter"-adjective-en
"aplombo"-noun-eo "aplomb"-noun-en
"aplomb"-noun-en "aplombo"-noun-eo
"apogilo"-noun-eo "prop"-noun-en
"prop"-noun-en "apogilo"-noun-eo
"apotekisto"-noun-eo "pharmacist"-noun-en
"pharmacist"-noun-en "apotekisto"-noun-eo
"apud"-preposition-eo "next to"-preposition-en
"next to"-preposition-en "apud"-preposition-eo
"araba"-adjective-eo "Arab"-adjective-en
"araba"-adjective-eo "Arabian"-adjective-en
"araba"-adjective-eo "Arabic"-adjective-en
"Arab"-adjective-en "araba"-adjective-eo
"Arabian"-adjective-en "araba"-adjective-eo
"Arabic"-adjective-en "araba"-adjective-eo
"aranĝo"-noun-eo "setup"-noun-en
"setup"-noun-en "aranĝo"-noun-eo
"ardezo"-noun-eo "slate"-noun-en
"slate"-noun-en "ardezo"-noun-eo
"ardi"-verb-eo "glow"-verb-en
"glow"-verb-en "ardi"-verb-eo
"glow"-verb-en "brili"-verb-eo
"brili"-verb-eo "glow"-verb-en
"brili"-verb-eo "beam"-verb-en
"arĝenta"-adjective-eo "silver"-adjective-en
"silver"-adjective-en "arĝenta"-adjective-eo
"argentina"-adjective-eo "Argentine"-adjective-en
"Argentine"-adjective-en "argentina"-adjective-eo
"arkivisto"-noun-eo "archivist"-noun-en
"archivist"-noun-en "arkivisto"-noun-eo
"arko"-noun-eo "arc"-noun-en
"arc"-noun-en "arko"-noun-eo
"arkta"-adjective-eo "artic"-adjective-en
"artic"-adjective-en "arkta"-adjective-eo
"Arkto"-properNoun-eo "Artic"-properNoun-en
"Artic"-properNoun-en "Arkto"-properNoun-eo
"armena"-adjective-eo "Armenian"-adjective-en
"Armenian"-adjective-en "armena"-adjective-eo
"armeno"-noun-eo "Armenian"-noun-en
"Armenian"-noun-en "armeno"-noun-eo
"armilaro"-noun-eo "arm stockpile"-noun-en
"armilaro"-noun-eo "arms stockpile"-noun-en
"armilaro"-noun-eo "weapon stockpile"-noun-en
"arm stockpile"-noun-en "armilaro"-noun-eo
"arms stockpile"-noun-en "armilaro"-noun-eo
"weapon stockpile"-noun-en "armilaro"-noun-eo
"aro"-noun-eo "suite"-noun-en
"aro"-noun-eo "assemblage"-noun-en
"suite"-noun-en "aro"-noun-eo
"assemblage"-noun-en "aro"-noun-eo
"aromaĵo"-noun-eo "fragrance"-noun-en
"fragrance"-noun-en "aromaĵo"-noun-eo
"fragrance"-noun-en "parfumo"-noun-eo
"parfumo"-noun-eo "fragrance"-noun-en
"artefakto"-noun-eo "artifact"-noun-en
"artifact"-noun-en "artefakto"-noun-eo
"artifact"-noun-en "artefaritaĵo"-noun-eo
"artefaritaĵo"-noun-eo "artifact"-noun-en
"artifika"-adjective-eo "artful"-adjective-en
"artful"-adjective-en "artifika"-adjective-eo
"artifiko"-noun-eo "ploy"-noun-en
"ploy"-noun-en "artifiko"-noun-eo
"artileriisto"-noun-eo "gunner"-noun-en
"gunner"-noun-en "artileriisto"-noun-eo
"asfalti"-verb-eo "tar"-verb-en
"tar"-verb-en "asfalti"-verb-eo
"tar"-verb-en "makadami"-verb-eo
"tar"-verb-en "gudri"-verb-eo
"makadami"-verb-eo "tar"-verb-en
"gudri"-verb-eo "tar"-verb-en
"asketo"-noun-eo "ascetic"-noun-en
"ascetic"-noun-en "asketo"-noun-eo
"asociito"-noun-eo "associate"-noun-en
"associate"-noun-en "asociito"-noun-eo
"aspekto"-noun-eo "guise"-noun-en
"guise"-noun-en "aspekto"-noun-eo
"aspergilo"-noun-eo "atomizer"-noun-en
"atomizer"-noun-en "aspergilo"-noun-eo
"aspido"-noun-eo "asp"-noun-en
"asp"-noun-en "aspido"-noun-eo
"astrologo"-noun-eo "astrologer"-noun-en
"astrologer"-noun-en "astrologo"-noun-eo
"ataŝeo"-noun-eo "attache"-noun-en
"attache"-noun-en "ataŝeo"-noun-eo
"atendado"-noun-eo "waiting"-noun-en
"waiting"-noun-en "atendado"-noun-eo
"atendovico"-noun-eo "queue"-noun-en
"queue"-noun-en "atendovico"-noun-eo
"atenta"-adjective-eo "mindful"-adjective-en
"mindful"-adjective-en "atenta"-adjective-eo
"atento"-noun-eo "heed"-noun-en
"heed"-noun-en "atento"-noun-eo
"atingo"-noun-eo "reach"-noun-en
"reach"-noun-en "atingo"-noun-eo
"Atlantiko"-properNoun-eo "Atlantic"-properNoun-en
"Atlantic"-properNoun-en "Atlantiko"-properNoun-eo
"atleto"-noun-eo "jock"-noun-en
"jock"-noun-en "atleto"-noun-eo
"aŭdace"-adverb-eo "daring"-adverb-en
"daring"-adverb-en "aŭdace"-adverb-eo
"daring"-adverb-en "riske"-adverb-eo
"riske"-adverb-eo "daring"-adverb-en
"aŭguri"-verb-eo "foretell"-verb-en
"foretell"-verb-en "aŭguri"-verb-eo
"aŭskultado"-noun-eo "listening"-noun-en
"listening"-noun-en "aŭskultado"-noun-eo
"aŭtonoma"-adjective-eo "standalone"-adjective-en
"standalone"-adjective-en "aŭtonoma"-adjective-eo
"avangardo"-noun-eo "forefront"-noun-en
"avangardo"-noun-eo "vanguard"-noun-en
"forefront"-noun-en "avangardo"-noun-eo
"vanguard"-noun-en "avangardo"-noun-eo
"avara"-adjective-eo "miserly"-adjective-en
"miserly"-adjective-en "avara"-adjective-eo
"averto"-noun-eo "caveat"-noun-en
"caveat"-noun-en "averto"-noun-eo
"avido"-noun-eo "craving"-noun-en
"craving"-noun-en "avido"-noun-eo
"avizo"-noun-eo "advisory"-noun-en
"advisory"-noun-en "avizo"-noun-eo
"babilado"-noun-eo "chatter"-noun-en
"babilado"-noun-eo "prattle"-noun-en
"chatter"-noun-en "babilado"-noun-eo
"prattle"-noun-en "babilado"-noun-eo
"babilaĵo"-noun-eo "waffle"-noun-en
"waffle"-noun-en "babilaĵo"-noun-eo
"babilejo"-noun-eo "chatroom"-noun-en
"chatroom"-noun-en "babilejo"-noun-eo
"bagatela"-adjective-eo "paltry"-adjective-en
"paltry"-adjective-en "bagatela"-adjective-eo
"bagatelo"-noun-eo "molehill"-noun-en
"molehill"-noun-en "bagatelo"-noun-eo
"molehill"-noun-en "talpejo"-noun-eo
"talpejo"-noun-eo "molehill"-noun-en
"bakalaŭro"-noun-eo "bachelor"-noun-en
"bachelor"-noun-en "bakalaŭro"-noun-eo
"bachelor"-noun-en "fraŭlo"-noun-eo
"fraŭlo"-noun-eo "bachelor"-noun-en
"bakteriologo"-noun-eo "bacteriologist"-noun-en
"bacteriologist"-noun-en "bakteriologo"-noun-eo
"Balkanoj"-properNoun-eo "the Balkans"-properNoun-en
"the Balkans"-properNoun-en "Balkanoj"-properNoun-eo
"balta"-adjective-eo "baltic"-adjective-en
"baltic"-adjective-en "balta"-adjective-eo
"balustrado"-noun-eo "banister"-noun-en
"banister"-noun-en "balustrado"-noun-eo
"banala"-adjective-eo "banal"-adjective-en
"banala"-adjective-eo "bland"-adjective-en
"banala"-adjective-eo "unimaginative"-adjective-en
"banal"-adjective-en "banala"-adjective-eo
"bland"-adjective-en "banala"-adjective-eo
"unimaginative"-adjective-en "banala"-adjective-eo
"banderolo"-noun-eo "wrapper"-noun-en
"wrapper"-noun-en "banderolo"-noun-eo
"wrapper"-noun-en "envolvaĵo"-noun-eo
"envolvaĵo"-noun-eo "wrapper"-noun-en
"bankroti"-verb-eo "bankrupt"-verb-en
"bankrupt"-verb-en "bankroti"-verb-eo
"banujo"-noun-eo "bathtub"-noun-en
"bathtub"-noun-en "banujo"-noun-eo
"Barato"-properNoun-eo "India"-properNoun-en
"India"-properNoun-en "Barato"-properNoun-eo
"India"-properNoun-en "Hindio"-properNoun-eo
"Hindio"-properNoun-eo "India"-properNoun-en
"barelisto"-noun-eo "cooper"-noun-en
"cooper"-noun-en "barelisto"-noun-eo
"barĝo"-noun-eo "barge"-noun-en
"barge"-noun-en "barĝo"-noun-eo
"baro"-noun-eo "snag"-noun-en
"snag"-noun-en "baro"-noun-eo
"barono"-noun-eo "baroness"-noun-en
"baroness"-noun-en "barono"-noun-eo
"baskuli"-verb-eo "totter"-verb-en
"totter"-verb-en "baskuli"-verb-eo
"totter"-verb-en "ŝanceliĝi"-verb-eo
"ŝanceliĝi"-verb-eo "totter"-verb-en
"ŝanceliĝi"-verb-eo "vacillate"-verb-en
"ŝanceliĝi"-verb-eo "falter"-verb-en
"ŝanceliĝi"-verb-eo "stagger"-verb-en
"bastiono"-noun-eo "bulwark"-noun-en
"bulwark"-noun-en "bastiono"-noun-eo
"bulwark"-noun-en "pavezo"-noun-eo
"pavezo"-noun-eo "bulwark"-noun-en
"batado"-noun-eo "buffetting"-noun-en
"batado"-noun-eo "beating"-noun-en
"buffetting"-noun-en "batado"-noun-eo
"beating"-noun-en "batado"-noun-eo
"beating"-noun-en "plaŭdado"-noun-eo
"plaŭdado"-noun-eo "beating"-noun-en
"batalejo"-noun-eo "battlefield"-noun-en
"batalejo"-noun-eo "battleground"-noun-en
"battlefield"-noun-en "batalejo"-noun-eo
"battleground"-noun-en "batalejo"-noun-eo
"battleground"-noun-en "batalkampo"-noun-eo
"batalkampo"-noun-eo "battleground"-noun-en
"batalema"-adjective-eo "feisty"-adjective-en
"feisty"-adjective-en "batalema"-adjective-eo
"bataliono"-noun-eo "battalion"-noun-en
"battalion"-noun-en "bataliono"-noun-eo
"baŭmi"-verb-eo "rear"-verb-en
"rear"-verb-en "baŭmi"-verb-eo
"rear"-verb-en "eduki"-verb-eo
"eduki"-verb-eo "rear"-verb-en
"bazi"-verb-eo "predicate"-verb-en
"predicate"-verb-en "bazi"-verb-eo
"bazo"-noun-eo "footing"-noun-en
"footing"-noun-en "bazo"-noun-eo
"belega"-adjective-eo "gorgeous"-adjective-en
"gorgeous"-adjective-en "belega"-adjective-eo
"belga"-adjective-eo "Belgian"-adjective-en
"Belgian"-adjective-en "belga"-adjective-eo
"belorusa"-adjective-eo "Belarusian"-adjective-en
"Belarusian"-adjective-en "belorusa"-adjective-eo
"beloruso"-noun-eo "Belarusian"-noun-en
"Belarusian"-noun-en "beloruso"-noun-eo
"Benedikto"-properNoun-eo "Benedict"-properNoun-en
"Benedict"-properNoun-en "Benedikto"-properNoun-eo
"beneficulo"-noun-eo "beneficiary"-noun-en
"beneficiary"-noun-en "beneficulo"-noun-eo
"beneficiary"-noun-en "profitanto"-noun-eo
"profitanto"-noun-eo "beneficiary"-noun-en
"berbera"-adjective-eo "Berber"-adjective-en
"Berber"-adjective-en "berbera"-adjective-eo
"berbero"-noun-eo "Berber"-noun-en
"Berber"-noun-en "berbero"-noun-eo
"biciklado"-noun-eo "biking"-noun-en
"biking"-noun-en "biciklado"-noun-eo
"biciklanto"-noun-eo "bicyclist"-noun-en
"bicyclist"-noun-en "biciklanto"-noun-eo
"bicikli"-verb-eo "cycle"-verb-en
"bicikli"-verb-eo "bike"-verb-en
"cycle"-verb-en "bicikli"-verb-eo
"bike"-verb-en "bicikli"-verb-eo
"bigamiulo"-noun-eo "bigamist"-noun-en
"bigamist"-noun-en "bigamiulo"-noun-eo
"bilĝo"-noun-eo "bilge"-noun-en
"bilge"-noun-en "bilĝo"-noun-eo
"bindilo"-noun-eo "binder"-noun-en
"binder"-noun-en "bindilo"-noun-eo
"binder"-noun-en "ligilo"-noun-eo
"ligilo"-noun-eo "binder"-noun-en
"biskvito"-noun-eo "cracker"-noun-en
"cracker"-noun-en "biskvito"-noun-eo
"cracker"-noun-en "kringo"-noun-eo
"cracker"-noun-en "petardo"-noun-eo
"kringo"-noun-eo "cracker"-noun-en
"petardo"-noun-eo "cracker"-noun-en
"bizara"-adjective-eo "outlandish"-adjective-en
"outlandish"-adjective-en "bizara"-adjective-eo
"blagi"-verb-eo "tease"-verb-en
"tease"-verb-en "blagi"-verb-eo
"blanketa"-adjective-eo "blank"-adjective-en
"blank"-adjective-en "blanketa"-adjective-eo
"blank"-adjective-en "malplena"-adjective-eo
"malplena"-adjective-eo "blank"-adjective-en
"malplena"-adjective-eo "bare"-adjective-en
"blasfemi"-verb-eo "blaspheme"-verb-en
"blaspheme"-verb-en "blasfemi"-verb-eo
"bloko"-noun-eo "chunk"-noun-en
"chunk"-noun-en "bloko"-noun-eo
"blovado"-noun-eo "blowing"-noun-en
"blowing"-noun-en "blovado"-noun-eo
"bluo"-noun-eo "blue"-noun-en
"blue"-noun-en "bluo"-noun-eo
"blue"-noun-en "lazuro"-noun-eo
"lazuro"-noun-eo "blue"-noun-en
"bluso"-noun-eo "blues"-noun-en
"blues"-noun-en "bluso"-noun-eo
"bobeno"-noun-eo "spool"-noun-en
"spool"-noun-en "bobeno"-noun-eo
"bolŝevika"-adjective-eo "Bolshevik"-adjective-en
"Bolshevik"-adjective-en "bolŝevika"-adjective-eo
"bolŝeviko"-noun-eo "Bolshevik"-noun-en
"Bolshevik"-noun-en "bolŝeviko"-noun-eo
"bombado"-noun-eo "bombing"-noun-en
"bombing"-noun-en "bombado"-noun-eo
"bombasto"-noun-eo "bombast"-noun-en
"bombast"-noun-en "bombasto"-noun-eo
"bona"-adjective-eo "ok"-adjective-en
"bona"-adjective-eo "okay"-adjective-en
"ok"-adjective-en "bona"-adjective-eo
"okay"-adjective-en "bona"-adjective-eo
"bone"-adverb-eo "ok"-adverb-en
"bone"-adverb-eo "okay"-adverb-en
