"10a"-adjective-eo "X"-adjective-es
"abrupta"-adjective-eo "abrupto"-adjective-es
"abrupto"-adjective-es "abrupta"-adjective-eo
"absciso"-noun-eo "abscisa"-noun-es
"abscisa"-noun-es "absciso"-noun-eo
"absido"-noun-eo "ábside"-noun-es
"ábside"-noun-es "absido"-noun-eo
"absintaĵo"-noun-eo "absenta"-noun-es
"absenta"-noun-es "absintaĵo"-noun-eo
"absinto"-noun-eo "ajenjo"-noun-es
"ajenjo"-noun-es "absinto"-noun-eo
"abstemio"-noun-eo "abstinencia"-noun-es
"abstinencia"-noun-es "abstemio"-noun-eo
"abstino"-noun-eo "vigilia"-noun-es
"vigilia"-noun-es "abstino"-noun-eo
"absurde"-adverb-eo "absurdamente"-adverb-es
"absurdamente"-adverb-es "absurde"-adverb-eo
"abunde"-adverb-eo "copiosamente"-adverb-es
"copiosamente"-adverb-es "abunde"-adverb-eo
"abundeco"-noun-eo "abundancia"-noun-es
"abundancia"-noun-es "abundeco"-noun-eo
"abutmento"-noun-eo "contrafuerte"-noun-es
"contrafuerte"-noun-es "abutmento"-noun-eo
"acero"-noun-eo "arce"-noun-es
"arce"-noun-es "acero"-noun-eo
"acetato"-noun-eo "acetato"-noun-es
"acetato"-noun-es "acetato"-noun-eo
"aĉetebla"-adjective-eo "en venta"-adjective-es
"en venta"-adjective-es "aĉetebla"-adjective-eo
"acetileno"-noun-eo "acetileno"-noun-es
"acetileno"-noun-es "acetileno"-noun-eo
"acetono"-noun-eo "acetona"-noun-es
"acetona"-noun-es "acetono"-noun-eo
"acide"-adverb-eo "agriamente"-adverb-es
"agriamente"-adverb-es "acide"-adverb-eo
"Acoroj"-properNoun-eo "Azores"-properNoun-es
"Azores"-properNoun-es "Acoroj"-properNoun-eo
"adaĝo"-noun-eo "adagio"-noun-es
"adagio"-noun-es "adaĝo"-noun-eo
"Adam"-properNoun-eo "Adam"-properNoun-es
"Adam"-properNoun-eo "Adam"-noun-es
"Adam"-properNoun-eo "Adán"-properNoun-es
"Adam"-properNoun-es "Adam"-properNoun-eo
"Adam"-properNoun-es "Adam"-noun-eo
"Adam"-noun-es "Adam"-properNoun-eo
"Adam"-noun-es "Adam"-noun-eo
"Adán"-properNoun-es "Adam"-properNoun-eo
"Adán"-properNoun-es "Adam"-noun-eo
"Adán"-properNoun-es "Adamo"-properNoun-eo
"Adán"-properNoun-es "Adán"-properNoun-eo
"Adán"-properNoun-es "Adán"-noun-eo
"Adam"-noun-eo "Adam"-properNoun-es
"Adam"-noun-eo "Adam"-noun-es
"Adam"-noun-eo "Adán"-properNoun-es
"Adamo"-properNoun-eo "Adán"-properNoun-es
"Adán"-properNoun-eo "Adán"-properNoun-es
"Adán"-noun-eo "Adán"-properNoun-es
"adaptado"-noun-eo "adaptación"-noun-es
"adaptación"-noun-es "adaptado"-noun-eo
"adaptilo"-noun-eo "adaptador"-noun-es
"adaptador"-noun-es "adaptilo"-noun-eo
"adekvata"-adjective-eo "apropiado"-adjective-es
"adekvata"-adjective-eo "idóneo"-adjective-es
"adekvata"-adjective-eo "pertinente"-adjective-es
"apropiado"-adjective-es "adekvata"-adjective-eo
"idóneo"-adjective-es "adekvata"-adjective-eo
"pertinente"-adjective-es "adekvata"-adjective-eo
"adhera"-adjective-eo "adhesivo"-adjective-es
"adhesivo"-adjective-es "adhera"-adjective-eo
"adhero"-noun-eo "adherencia"-noun-es
"adhero"-noun-eo "adhesión"-noun-es
"adhero"-noun-eo "cohesión"-noun-es
"adherencia"-noun-es "adhero"-noun-eo
"adhesión"-noun-es "adhero"-noun-eo
"cohesión"-noun-es "adhero"-noun-eo
"adiaŭo"-noun-eo "despedida"-noun-es
"despedida"-noun-es "adiaŭo"-noun-eo
"adiciato"-noun-eo "sumando"-noun-es
"sumando"-noun-es "adiciato"-noun-eo
"adicio"-noun-eo "suma"-noun-es
"suma"-noun-es "adicio"-noun-eo
"adjudiko"-noun-eo "adjudicación"-noun-es
"adjudicación"-noun-es "adjudiko"-noun-eo
"administracie"-adverb-eo "administrativamente"-adverb-es
"administrativamente"-adverb-es "administracie"-adverb-eo
"administrativamente"-adverb-es "administre"-adverb-eo
"administre"-adverb-eo "administrativamente"-adverb-es
"administración"-noun-es "administrado"-noun-eo
"administrado"-noun-eo "administración"-noun-es
"admirinde"-adverb-eo "admirablemente"-adverb-es
"admirablemente"-adverb-es "admirinde"-adverb-eo
"admono"-noun-eo "exhortación"-noun-es
"admono"-noun-eo "reprimenda"-noun-es
"exhortación"-noun-es "admono"-noun-eo
"reprimenda"-noun-es "admono"-noun-eo
"adolesko"-noun-eo "adolescencia"-noun-es
"adolescencia"-noun-es "adolesko"-noun-eo
"Adolfo"-properNoun-eo "Adolfo"-properNoun-es
"Adolfo"-properNoun-es "Adolfo"-properNoun-eo
"adoptado"-noun-eo "adopción"-noun-es
"adopción"-noun-es "adoptado"-noun-eo
"adoración"-noun-es "adoro"-noun-eo
"adoro"-noun-eo "adoración"-noun-es
"adrenalino"-noun-eo "adrenalina"-noun-es
"adrenalina"-noun-es "adrenalino"-noun-eo
"adresato"-noun-eo "destinatario"-noun-es
"destinatario"-noun-es "adresato"-noun-eo
"destinatario"-noun-es "ricevanto"-noun-eo
"ricevanto"-noun-eo "destinatario"-noun-es
"adulta"-adjective-eo "adúltero"-adjective-es
"adúltero"-adjective-es "adulta"-adjective-eo
"adulto"-noun-eo "adulterio"-noun-es
"adulterio"-noun-es "adulto"-noun-eo
"adverse"-adverb-eo "adversamente"-adverb-es
"adversamente"-adverb-es "adverse"-adverb-eo
"advokato"-noun-eo "letrado"-noun-es
"advokato"-noun-eo "licenciado"-noun-es
"letrado"-noun-es "advokato"-noun-eo
"licenciado"-noun-es "advokato"-noun-eo
"licenciado"-noun-es "licenciulo"-noun-eo
"licenciulo"-noun-eo "licenciado"-noun-es
"aerkuseno"-noun-eo "airbag"-noun-es
"airbag"-noun-es "aerkuseno"-noun-eo
"aerobia"-adjective-eo "aerobio"-adjective-es
"aerobio"-adjective-es "aerobia"-adjective-eo
"aerodromo"-noun-eo "aeródromo"-noun-es
"aeródromo"-noun-es "aerodromo"-noun-eo
"aeronaŭtika"-adjective-eo "aeronáutico"-adjective-es
"aeronáutico"-adjective-es "aeronaŭtika"-adjective-eo
"aeronaŭtiko"-noun-eo "aeronáutica"-noun-es
"aeronáutica"-noun-es "aeronaŭtiko"-noun-eo
"aeroplano"-noun-eo "aeroplano"-noun-es
"aeroplano"-noun-es "aeroplano"-noun-eo
"aerostato"-noun-eo "aeróstato"-noun-es
"aeróstato"-noun-es "aerostato"-noun-eo
"aeróstato"-noun-es "balono"-noun-eo
"balono"-noun-eo "aeróstato"-noun-es
"afabla"-adjective-eo "apacible"-adjective-es
"afabla"-adjective-eo "cariñoso"-adjective-es
"apacible"-adjective-es "afabla"-adjective-eo
"cariñoso"-adjective-es "afabla"-adjective-eo
"afable"-adjective-es "aminda"-adjective-eo
"aminda"-adjective-eo "afable"-adjective-es
"afable"-adverb-eo "afablemente"-adverb-es
"afable"-adverb-eo "apaciblemente"-adverb-es
"afable"-adverb-eo "cariñosamente"-adverb-es
"afablemente"-adverb-es "afable"-adverb-eo
"apaciblemente"-adverb-es "afable"-adverb-eo
"cariñosamente"-adverb-es "afable"-adverb-eo
"afazio"-noun-eo "afasia"-noun-es
"afasia"-noun-es "afazio"-noun-eo
"afekcio"-noun-eo "afección"-noun-es
"afección"-noun-es "afekcio"-noun-eo
"afektiva"-adjective-eo "afectivo"-adjective-es
"afectivo"-adjective-es "afektiva"-adjective-eo
"afekto"-noun-eo "afectación"-noun-es
"afectación"-noun-es "afekto"-noun-eo
"afgano"-noun-eo "afgano"-noun-es
"afgano"-noun-es "afgano"-noun-eo
"afikso"-noun-eo "afijo"-noun-es
"afijo"-noun-es "afikso"-noun-eo
"afina"-adjective-eo "afín"-adjective-es
"afín"-adjective-es "afina"-adjective-eo
"afineco"-noun-eo "afinidad"-noun-es
"afinidad"-noun-es "afineco"-noun-eo
"afiŝo"-noun-eo "rótulo"-noun-es
"rótulo"-noun-es "afiŝo"-noun-eo
"afiŝtabulo"-noun-eo "cartelera"-noun-es
"cartelera"-noun-es "afiŝtabulo"-noun-eo
"afliktiĝo"-noun-eo "desolación"-noun-es
"desolación"-noun-es "afliktiĝo"-noun-eo
"desolación"-noun-es "ruiniĝo"-noun-eo
"desolación"-noun-es "forlasiteco"-noun-eo
"ruiniĝo"-noun-eo "desolación"-noun-es
"forlasiteco"-noun-eo "desolación"-noun-es
"aflikto"-noun-eo "aflicción"-noun-es
"aflicción"-noun-es "aflikto"-noun-eo
"afonio"-noun-eo "afonía"-noun-es
"afonía"-noun-es "afonio"-noun-eo
"aforismo"-noun-eo "aforismo"-noun-es
"aforismo"-noun-es "aforismo"-noun-eo
"afrikano"-noun-eo "africano"-noun-es
"africano"-noun-es "afrikano"-noun-eo
"África"-properNoun-es "África"-properNoun-eo
"África"-properNoun-eo "África"-properNoun-es
"Afrodita"-properNoun-eo "Afrodita"-properNoun-es
"Afrodita"-properNoun-es "Afrodita"-properNoun-eo
"Afrodita"-properNoun-es "Afrodito"-properNoun-eo
"Afrodito"-properNoun-eo "Afrodita"-properNoun-es
"aĝa"-adjective-eo "mayor"-adjective-es
"mayor"-adjective-es "aĝa"-adjective-eo
"mayor"-adjective-es "grandaĝa"-adjective-eo
"mayor"-adjective-es "pli granda"-adjective-eo
"grandaĝa"-adjective-eo "mayor"-adjective-es
"pli granda"-adjective-eo "mayor"-adjective-es
"agato"-noun-eo "ágata"-noun-es
"ágata"-noun-es "agato"-noun-eo
"agavo"-noun-eo "agave"-noun-es
"agave"-noun-es "agavo"-noun-eo
"agendo"-noun-eo "dietario"-noun-es
"dietario"-noun-es "agendo"-noun-eo
"agentejo"-noun-eo "gestoría"-noun-es
"gestoría"-noun-es "agentejo"-noun-eo
"agitiĝo"-noun-eo "agitación"-noun-es
"agitiĝo"-noun-eo "efervescencia"-noun-es
"agitación"-noun-es "agitiĝo"-noun-eo
"efervescencia"-noun-es "agitiĝo"-noun-eo
"efervescencia"-noun-es "efervesko"-noun-eo
"efervescencia"-noun-es "ekscitiĝo"-noun-eo
"efervesko"-noun-eo "efervescencia"-noun-es
"ekscitiĝo"-noun-eo "efervescencia"-noun-es
"aglomeri"-verb-eo "aglomerar"-verb-es
"aglomerar"-verb-es "aglomeri"-verb-eo
"aglutina"-adjective-eo "aglutinante"-adjective-es
"aglutinante"-adjective-es "aglutina"-adjective-eo
"aglutini"-verb-eo "aglutinar"-verb-es
"aglutinar"-verb-es "aglutini"-verb-eo
"Agnesa"-properNoun-eo "Inés"-properNoun-es
"Inés"-properNoun-es "Agnesa"-properNoun-eo
"Inés"-properNoun-es "Inés"-properNoun-eo
"Inés"-properNoun-eo "Inés"-properNoun-es
"agnoski"-verb-eo "homologar"-verb-es
"homologar"-verb-es "agnoski"-verb-eo
"agnostika"-adjective-eo "agnóstico"-adjective-es
"agnóstico"-adjective-es "agnostika"-adjective-eo
"agnostikismo"-noun-eo "agnosticismo"-noun-es
"agnosticismo"-noun-es "agnostikismo"-noun-eo
"acto"-noun-es "akto"-noun-eo
"acto"-noun-es "aranĝo"-noun-eo
"akto"-noun-eo "acto"-noun-es
"akto"-noun-eo "acta"-noun-es
"aranĝo"-noun-eo "acto"-noun-es
"agoni"-verb-eo "agonizar"-verb-es
"agonizar"-verb-es "agoni"-verb-eo
"agorafobio"-noun-eo "agorafobia"-noun-es
"agorafobia"-noun-es "agorafobio"-noun-eo
"agrable"-adverb-eo "agradablemente"-adverb-es
"agrable"-adverb-eo "gratamente"-adverb-es
"agradablemente"-adverb-es "agrable"-adverb-eo
"gratamente"-adverb-es "agrable"-adverb-eo
"agrafo"-noun-eo "grapa"-noun-es
"grapa"-noun-es "agrafo"-noun-eo
"agreseme"-adverb-eo "agresivamente"-adverb-es
"agresivamente"-adverb-es "agreseme"-adverb-eo
"agrikultura"-adjective-eo "agrícola"-adjective-es
"agrícola"-adjective-es "agrikultura"-adjective-eo
"agronomio"-noun-eo "agronomía"-noun-es
"agronomía"-noun-es "agronomio"-noun-eo
"agronomo"-noun-eo "agrónomo"-noun-es
"agrónomo"-noun-es "agronomo"-noun-eo
"agroturismo"-noun-eo "turismo rural"-noun-es
"turismo rural"-noun-es "agroturismo"-noun-eo
"Aĥilo"-properNoun-eo "Aquiles"-properNoun-es
"Aquiles"-properNoun-es "Aĥilo"-properNoun-eo
"aidoso"-noun-eo "SIDA"-noun-es
"SIDA"-noun-es "aidoso"-noun-eo
"Air France"-properNoun-eo "Air France"-properNoun-es
"Air France"-properNoun-es "Air France"-properNoun-eo
"Air France-KLM"-properNoun-eo "Air France-KLM"-properNoun-es
"Air France-KLM"-properNoun-es "Air France-KLM"-properNoun-eo
"ajatolo"-noun-eo "ayatolá"-noun-es
"ayatolá"-noun-es "ajatolo"-noun-eo
"akacio"-noun-eo "acacia"-noun-es
"acacia"-noun-es "akacio"-noun-eo
"akademiano"-noun-eo "académico"-noun-es
"académico"-noun-es "akademiano"-noun-eo
"akademie"-adverb-eo "académicamente"-adverb-es
"académicamente"-adverb-es "akademie"-adverb-eo
"akaro"-noun-eo "ácaro"-noun-es
"ácaro"-noun-es "akaro"-noun-eo
"akcelado"-noun-eo "fomento"-noun-es
"fomento"-noun-es "akcelado"-noun-eo
"akcelilo"-noun-eo "acelerador"-noun-es
"acelerador"-noun-es "akcelilo"-noun-eo
"acelerador"-noun-es "gaspedalo"-noun-eo
"gaspedalo"-noun-eo "acelerador"-noun-es
"akcelo"-noun-eo "aceleración"-noun-es
"aceleración"-noun-es "akcelo"-noun-eo
"aceleración"-noun-es "rapidigo"-noun-eo
"rapidigo"-noun-eo "aceleración"-noun-es
"acento"-noun-es "akĉento"-noun-eo
"akĉento"-noun-eo "acento"-noun-es
"akcepteble"-adverb-eo "aceptablemente"-adverb-es
"aceptablemente"-adverb-es "akcepteble"-adverb-eo
"akceptema"-adjective-eo "receptivo"-adjective-es
"receptivo"-adjective-es "akceptema"-adjective-eo
"akceptisto"-noun-eo "recepcionista"-noun-es
"recepcionista"-noun-es "akceptisto"-noun-eo
"akcepto"-noun-eo "admisión"-noun-es
"admisión"-noun-es "akcepto"-noun-eo
"akcesora"-adjective-eo "accesorio"-adjective-es
"accesorio"-adjective-es "akcesora"-adjective-eo
"akcidento"-noun-eo "desgracia"-noun-es
"akcidento"-noun-eo "percance"-noun-es
"desgracia"-noun-es "akcidento"-noun-eo
"desgracia"-noun-es "malfeliĉo"-noun-eo
"percance"-noun-es "akcidento"-noun-eo
"malfeliĉo"-noun-eo "desgracia"-noun-es
"malfeliĉo"-noun-eo "infortunio"-noun-es
"akcizo"-noun-eo "tributo"-noun-es
"tributo"-noun-es "akcizo"-noun-eo
"akiraĵo"-noun-eo "adquisición"-noun-es
"adquisición"-noun-es "akiraĵo"-noun-eo
"adquisición"-noun-es "akiro"-noun-eo
"adquisición"-noun-es "akirado"-noun-eo
"akiro"-noun-eo "adquisición"-noun-es
"akiro"-noun-eo "obtención"-noun-es
"akirado"-noun-eo "adquisición"-noun-es
"akmeo"-noun-eo "acmé"-noun-es
"acmé"-noun-es "akmeo"-noun-eo
"akno"-noun-eo "acné"-noun-es
"acné"-noun-es "akno"-noun-eo
"acné"-noun-es "akneo"-noun-eo
"akneo"-noun-eo "acné"-noun-es
"akolito"-noun-eo "acólito"-noun-es
"acólito"-noun-es "akolito"-noun-eo
"akompanantaro"-noun-eo "comitiva"-noun-es
"comitiva"-noun-es "akompanantaro"-noun-eo
"comitiva"-noun-es "procesio"-noun-eo
"procesio"-noun-eo "comitiva"-noun-es
"akordi"-verb-eo "cuadrar"-verb-es
"akordi"-verb-eo "estar de acuerdo"-verb-es
"cuadrar"-verb-es "akordi"-verb-eo
"estar de acuerdo"-verb-es "akordi"-verb-eo
"akordo"-noun-eo "acorde"-noun-es
"akordo"-noun-eo "concordancia"-noun-es
"acorde"-noun-es "akordo"-noun-eo
"concordancia"-noun-es "akordo"-noun-eo
"concordancia"-noun-es "harmonio"-noun-eo
"concordancia"-noun-es "konformeco"-noun-eo
"concordancia"-noun-es "konkordanco"-noun-eo
"harmonio"-noun-eo "concordancia"-noun-es
"konformeco"-noun-eo "concordancia"-noun-es
"konkordanco"-noun-eo "concordancia"-noun-es
"akra"-adjective-eo "afilado"-adjective-es
"akra"-adjective-eo "cortante"-adjective-es
"akra"-adjective-eo "penetrante"-adjective-es
"akra"-adjective-eo "perspicaz"-adjective-es
"akra"-adjective-eo "picante"-adjective-es
"akra"-adjective-eo "puntiagudo"-adjective-es
"afilado"-adjective-es "akra"-adjective-eo
"cortante"-adjective-es "akra"-adjective-eo
"penetrante"-adjective-es "akra"-adjective-eo
"perspicaz"-adjective-es "akra"-adjective-eo
"picante"-adjective-es "akra"-adjective-eo
"picante"-adjective-es "pika"-adjective-eo
"picante"-adjective-es "pikanta"-adjective-eo
"picante"-adjective-es "spicega"-adjective-eo
"picante"-adjective-es "spicita"-adjective-eo
"puntiagudo"-adjective-es "akra"-adjective-eo
"puntiagudo"-adjective-es "pinta"-adjective-eo
"pika"-adjective-eo "picante"-adjective-es
"pikanta"-adjective-eo "picante"-adjective-es
"spicega"-adjective-eo "picante"-adjective-es
"spicita"-adjective-eo "picante"-adjective-es
"pinta"-adjective-eo "puntiagudo"-adjective-es
"akre"-adverb-eo "agudamente"-adverb-es
"agudamente"-adverb-es "akre"-adverb-eo
"akrido"-noun-eo "langosta"-noun-es
"langosta"-noun-es "akrido"-noun-eo
"langosta"-noun-es "omaro"-noun-eo
"langosta"-noun-es "palinuro"-noun-eo
"omaro"-noun-eo "langosta"-noun-es
"palinuro"-noun-eo "langosta"-noun-es
"akrila"-adjective-eo "acrílico"-adjective-es
"acrílico"-adjective-es "akrila"-adjective-eo
"akro"-noun-eo "acre"-noun-es
"acre"-noun-es "akro"-noun-eo
"akrobataĵo"-noun-eo "acrobacia"-noun-es
"acrobacia"-noun-es "akrobataĵo"-noun-eo
"akrobato"-noun-eo "acróbata"-noun-es
"acróbata"-noun-es "akrobato"-noun-eo
"akromata"-adjective-eo "acromático"-adjective-es
"acromático"-adjective-es "akromata"-adjective-eo
"aksiomo"-noun-eo "axioma"-noun-es
"axioma"-noun-es "aksiomo"-noun-eo
"aktinio"-noun-eo "actinio"-noun-es
"actinio"-noun-es "aktinio"-noun-eo
"aktisto"-noun-eo "escribano"-noun-es
"escribano"-noun-es "aktisto"-noun-eo
"aktivaĵo"-noun-eo "actividad"-noun-es
"actividad"-noun-es "aktivaĵo"-noun-eo
"actividad"-noun-es "aktivado"-noun-eo
"aktivado"-noun-eo "actividad"-noun-es
"aktivigo"-noun-eo "activación"-noun-es
"activación"-noun-es "aktivigo"-noun-eo
"activación"-noun-es "aktiviĝo"-noun-eo
"aktiviĝo"-noun-eo "activación"-noun-es
"aktivo"-noun-eo "activo"-noun-es
"activo"-noun-es "aktivo"-noun-eo
"acta"-noun-es "akto"-noun-eo
"aktoro"-noun-eo "actriz"-noun-es
"actriz"-noun-es "aktoro"-noun-eo
"aktuala"-adjective-eo "actual"-adjective-es
"actual"-adjective-es "aktuala"-adjective-eo
"acumulación"-noun-es "amasiĝo"-noun-eo
"acumulación"-noun-es "akumuliĝo"-noun-eo
"amasiĝo"-noun-eo "acumulación"-noun-es
"akumuliĝo"-noun-eo "acumulación"-noun-es
"akumulatoro"-noun-eo "acumulador"-noun-es
"acumulador"-noun-es "akumulatoro"-noun-eo
"akupunkturo"-noun-eo "acupuntura"-noun-es
"acupuntura"-noun-es "akupunkturo"-noun-eo
"akurateco"-noun-eo "puntualidad"-noun-es
"puntualidad"-noun-es "akurateco"-noun-eo
"akustike"-adverb-eo "acústicamente"-adverb-es
"acústicamente"-adverb-es "akustike"-adverb-eo
"akuta"-adjective-eo "fulminante"-adjective-es
"fulminante"-adjective-es "akuta"-adjective-eo
"akuzanto"-noun-eo "demandante"-noun-es
"demandante"-noun-es "akuzanto"-noun-eo
"akuzito"-noun-eo "acusado"-noun-es
"akuzito"-noun-eo "reo"-noun-es
"acusado"-noun-es "akuzito"-noun-eo
"reo"-noun-es "akuzito"-noun-eo
"akva"-adjective-eo "hídrico"-adjective-es
"hídrico"-adjective-es "akva"-adjective-eo
"akvaforto"-noun-eo "aguafuerte"-noun-es
"aguafuerte"-noun-es "akvaforto"-noun-eo
"akvario"-noun-eo "acuario"-noun-es
"acuario"-noun-es "akvario"-noun-eo
"akvedukto"-noun-eo "acueducto"-noun-es
"acueducto"-noun-es "akvedukto"-noun-eo
"Akvitanio"-properNoun-eo "Aquitania"-properNoun-es
"Aquitania"-properNoun-es "Akvitanio"-properNoun-eo
"cascada"-noun-es "kaskado"-noun-eo
"kaskado"-noun-eo "cascada"-noun-es
"akvomelono"-noun-eo "sandía"-noun-es
"sandía"-noun-es "akvomelono"-noun-eo
"akvopilkado"-noun-eo "waterpolo"-noun-es
"waterpolo"-noun-es "akvopilkado"-noun-eo
"akvotruo"-noun-eo "charco"-noun-es
"charco"-noun-es "akvotruo"-noun-eo
"alabastro"-noun-eo "alabastro"-noun-es
"alabastro"-noun-es "alabastro"-noun-eo
"Alaho"-properNoun-eo "Alá"-properNoun-es
"Alá"-properNoun-es "Alaho"-properNoun-eo
"alambiko"-noun-eo "alambique"-noun-es
"alambique"-noun-es "alambiko"-noun-eo
"albana"-adjective-eo "albanés"-adjective-es
"albanés"-adjective-es "albana"-adjective-eo
"albano"-noun-eo "albanés"-noun-es
"albanés"-noun-es "albano"-noun-eo
"albatroso"-noun-eo "albatros"-noun-es
"albatros"-noun-es "albatroso"-noun-eo
"Alberto"-properNoun-eo "Alberto"-properNoun-es
"Alberto"-properNoun-eo "Alberto"-noun-es
"Alberto"-properNoun-es "Alberto"-properNoun-eo
"Alberto"-properNoun-es "Alberto"-noun-eo
"Alberto"-noun-es "Alberto"-properNoun-eo
"Alberto"-noun-es "Alberto"-noun-eo
"Alberto"-noun-eo "Alberto"-properNoun-es
"Alberto"-noun-eo "Alberto"-noun-es
"Albi"-properNoun-eo "Albi"-properNoun-es
"Albi"-properNoun-es "Albi"-properNoun-eo
"Albi"-properNoun-es "Albi"-noun-eo
"Albi"-noun-eo "Albi"-properNoun-es
"albino"-noun-eo "albino"-noun-es
"albino"-noun-es "albino"-noun-eo
"albumino"-noun-eo "albúmina"-noun-es
"albúmina"-noun-es "albumino"-noun-eo
