"10a"-adjective-eo "Xème"-adjective-fr
"abiturienteco"-noun-eo "baccalauréat"-noun-fr
"abituriento"-noun-eo "bachelier"-noun-fr
"ablacio"-noun-eo "ablation"-noun-fr
"ablativa"-adjective-eo "ablatif"-adjective-fr
"ablativo"-noun-eo "ablatif"-noun-fr
"abnegacia"-adjective-eo "désintéressé"-adjective-fr
"abnegacia"-adjective-eo "détaché"-adjective-fr
"abnegacio"-noun-eo "abnégation"-noun-fr
"abnegacio"-noun-eo "désintéressement"-noun-fr
"aboco"-noun-eo "abécédaire"-noun-fr
"aboco"-noun-eo "rudiment"-noun-fr
"aboco"-noun-eo "alphabet"-noun-fr
"aboco"-properNoun-eo "ABC"-properNoun-fr
"abocolibro"-noun-eo "abécédaire"-noun-fr
"abocolibro"-properNoun-eo "ABC"-properNoun-fr
"aboli"-verb-eo "abolir"-verb-fr
"aboli"-verb-eo "abroger"-verb-fr
"aboli"-verb-eo "annuler"-verb-fr
"abolicii"-verb-eo "abroger"-verb-fr
"abolicii"-verb-eo "abolir"-verb-fr
"abolicii"-verb-eo "annuler"-verb-fr
"abolicio"-noun-eo "abolition"-noun-fr
"abolo"-noun-eo "abolition"-noun-fr
"abomena"-adjective-eo "abominable"-adjective-fr
"abomena"-adjective-eo "dégoûtant"-adjective-fr
"abomena"-adjective-eo "détestable"-adjective-fr
"abomena"-adjective-eo "répugnant"-adjective-fr
"abomena"-adjective-eo "horrible"-adjective-fr
"abomenaĵo"-noun-eo "atrocité"-noun-fr
"abomenaĵo"-noun-eo "ignominie"-noun-fr
"abomenaĵo"-noun-eo "abomination"-noun-fr
"abomenaĵo"-noun-eo "honte"-noun-fr
"abomenaĵo"-noun-eo "horreur"-noun-fr
"abomene"-adverb-eo "abominablement"-adverb-fr
"abomene"-adverb-eo "détestablement"-adverb-fr
"abomene"-adverb-eo "horriblement"-adverb-fr
"abomeninda"-adjective-eo "abominable"-adjective-fr
"abomeninda"-adjective-eo "affreux"-adjective-fr
"abomeninda"-adjective-eo "dégoûtant"-adjective-fr
"abomeninda"-adjective-eo "détestable"-adjective-fr
"abomeninda"-adjective-eo "horrible"-adjective-fr
"abomeninda"-adjective-eo "répugnant"-adjective-fr
"abomeninde"-adverb-eo "abominablement"-adverb-fr
"abomeninde"-adverb-eo "affreusement"-adverb-fr
"abomeninde"-adverb-eo "détestablement"-adverb-fr
"abomeninde"-adverb-eo "horriblement"-adverb-fr
"abomeno"-noun-eo "abomination"-noun-fr
"abomeno"-noun-eo "aversion"-noun-fr
"abomeno"-noun-eo "détestation"-noun-fr
"abomeno"-noun-eo "répulsion"-noun-fr
"abomeno"-noun-eo "dégoût"-noun-fr
"abonanto"-noun-eo "abonné"-noun-fr
"abonilo"-noun-eo "bulletin d'abonnement"-noun-fr
"abono"-noun-eo "abonnement"-noun-fr
"abono"-noun-eo "souscription"-noun-fr
"aborigena"-adjective-eo "aborigène"-adjective-fr
"aborigena"-adjective-eo "autochtone"-adjective-fr
"aborigeno"-noun-eo "autochtone"-noun-fr
"abortaĵo"-noun-eo "avorton"-noun-fr
"aborti"-verb-eo "avorter"-verb-fr
"aborti"-verb-eo "capoter"-verb-fr
"aborti"-verb-eo "tourner court"-verb-fr
"aborto"-noun-eo "avortement"-noun-fr
"abortulo"-noun-eo "avorton"-noun-fr
"Abottsford"-properNoun-eo "Abottsford"-properNoun-fr
"abrakadabro"-noun-eo "abracadabra"-noun-fr
"abrikotarbo"-noun-eo "abricotier"-noun-fr
"abrikoto"-noun-eo "abricot"-noun-fr
"abrikotujo"-noun-eo "abricotier"-noun-fr
"abrotano"-noun-eo "aurone"-noun-fr
"abrupta"-adjective-eo "abrupt"-adjective-fr
"abrupta"-adjective-eo "brusque"-adjective-fr
"abrupta"-adjective-eo "brutal"-adjective-fr
"abrupta"-adjective-eo "rude"-adjective-fr
"abrupta"-adjective-eo "inattendu"-adjective-fr
"absceso"-noun-eo "abcès"-noun-fr
"absciso"-noun-eo "abscisse"-noun-fr
"absciso"-noun-eo "coordonnée x"-noun-fr
"absida koridoro"-noun-eo "déambulatoire"-noun-fr
"absida koridoro"-noun-eo "ambulatoire"-noun-fr
"absideto"-noun-eo "absidiole"-noun-fr
"absido"-noun-eo "abside"-noun-fr
"absintaĵo"-noun-eo "absinthe"-noun-fr
"absinto"-noun-eo "absinthe"-noun-fr
"absoluta"-adjective-eo "absolu"-adjective-fr
"absoluta"-adjective-eo "complet"-adjective-fr
"absoluta"-adjective-eo "illimité"-adjective-fr
"absoluta"-adjective-eo "total"-adjective-fr
"absoluta valoro"-noun-eo "valeur absolue"-noun-fr
"absolute"-adverb-eo "absolument"-adverb-fr
"absolute"-adverb-eo "suprêmement"-adverb-fr
"absolute konverĝa"-adjective-eo "absolument convergent"-adjective-fr
"absolutismo"-noun-eo "absolutisme"-noun-fr
"absolvi"-verb-eo "absoudre"-verb-fr
"absolvi"-verb-eo "acquitter"-verb-fr
"absolvo"-noun-eo "absolution"-noun-fr
"absorbi"-verb-eo "absorber"-verb-fr
"absorbi"-verb-eo "accaparer"-verb-fr
"absorbi"-verb-eo "occuper"-verb-fr
"absorbi"-verb-eo "prendre"-verb-fr
"abstemio"-noun-eo "abstinence"-noun-fr
"abstinado"-noun-eo "abstinence"-noun-fr
"abstinado"-noun-eo "ascèse"-noun-fr
"abstinado"-noun-eo "privation"-noun-fr
"abstinenco"-noun-eo "abstinence"-noun-fr
"abstinenco"-noun-eo "ascèse"-noun-fr
"abstinenco"-noun-eo "privation"-noun-fr
"abstini"-verb-eo "faire abstinence"-verb-fr
"abstini"-verb-eo "faire maigre"-verb-fr
"abstini"-verb-eo "abstenir"-verb-fr
"abstino"-noun-eo "veille"-noun-fr
"abstrakta"-adjective-eo "abstrait"-adjective-fr
"abstrakta"-adjective-eo "non-figuratif"-adjective-fr
"abstrakta"-adjective-eo "formel"-adjective-fr
"abstrakta"-adjective-eo "théorique"-adjective-fr
"abstraktaĵo"-noun-eo "abstraction"-noun-fr
"abstrakte"-adverb-eo "non-figurativement"-adverb-fr
"abstrakteco"-noun-eo "abstraction"-noun-fr
"abstrakto"-noun-eo "abstraction"-noun-fr
"absurda"-adjective-eo "aberrant"-adjective-fr
"absurda"-adjective-eo "absurde"-adjective-fr
"absurda"-adjective-eo "farfelu"-adjective-fr
"absurda"-adjective-eo "illogique"-adjective-fr
"absurda"-adjective-eo "fou"-adjective-fr
"absurda"-adjective-eo "idiot"-adjective-fr
"absurda"-adjective-eo "incohérent"-adjective-fr
"absurda"-adjective-eo "stupide"-adjective-fr
"absurde"-adverb-eo "absurdement"-adverb-fr
"absurde"-adverb-eo "illogiquement"-adverb-fr
"absurde"-adverb-eo "stupidement"-adverb-fr
"abunda"-adjective-eo "abondant"-adjective-fr
"abunda"-adjective-eo "copieux"-adjective-fr
"abunda"-adjective-eo "fourni"-adjective-fr
"abunda"-adjective-eo "luxuriant"-adjective-fr
"abunda"-adjective-eo "opulant"-adjective-fr
"abunda"-adjective-eo "plantureux"-adjective-fr
"abunda"-adjective-eo "prolixe"-adjective-fr
"abunda"-adjective-eo "ample"-adjective-fr
"abunda"-adjective-eo "fécond"-adjective-fr
"abunda"-adjective-eo "large"-adjective-fr
"abunda"-adjective-eo "multiple"-adjective-fr
"abunda"-adjective-eo "riche"-adjective-fr
"abunde"-adverb-eo "abondamment"-adverb-fr
"abunde"-adverb-eo "copieusement"-adverb-fr
"abunde"-adverb-eo "plantureusement"-adverb-fr
"abundeco"-noun-eo "profusion"-noun-fr
"abundeco"-noun-eo "abondance"-noun-fr
"abundeco"-noun-eo "ampleur"-noun-fr
"abundeco"-noun-eo "foison"-noun-fr
"abundeco"-noun-eo "générosité"-noun-fr
"abundeco"-noun-eo "luxuriance"-noun-fr
"abundeco"-noun-eo "opulence"-noun-fr
"abundeco"-noun-eo "richesse"-noun-fr
"abundi"-verb-eo "abonder"-verb-fr
"abundi"-verb-eo "être plein"-verb-fr
"abundi"-verb-eo "foisonner"-verb-fr
"abundi"-verb-eo "fourmiller"-verb-fr
"abundi"-verb-eo "montrer abondant"-verb-fr
"abundi"-verb-eo "regorger"-verb-fr
"abundo"-noun-eo "abondance"-noun-fr
"abundo"-noun-eo "foison"-noun-fr
"abundo"-noun-eo "luxuriance"-noun-fr
"abundo"-noun-eo "opulence"-noun-fr
"abundo"-noun-eo "profusion"-noun-fr
"abundo"-noun-eo "ampleur"-noun-fr
"abundo"-noun-eo "générosité"-noun-fr
"abundo"-noun-eo "richesse"-noun-fr
"abutmento"-noun-eo "contrefort"-noun-fr
"Abymes"-properNoun-eo "Abymes"-properNoun-fr
"aĉa"-adjective-eo "dégueulasse"-adjective-fr
"aĉa"-adjective-eo "salaud"-adjective-fr
"aĉa"-adjective-eo "horrible"-adjective-fr
"aĉa"-adjective-eo "mauvais"-adjective-fr
"aĉaĵo"-noun-eo "cochonnerie"-noun-fr
"aĉaĵo"-noun-eo "saloperie"-noun-fr
"aĉakaturo"-noun-eo "acciaccatura"-noun-fr
"Accenture"-properNoun-eo "Accenture"-properNoun-fr
"aĉe"-adverb-eo "horriblement"-adverb-fr
"Acer"-properNoun-eo "Acer"-properNoun-fr
"aceraco"-noun-eo "acéracée"-noun-fr
"acerba"-adjective-eo "acerbe"-adjective-fr
"acerba"-adjective-eo "acéré"-adjective-fr
"acerba"-adjective-eo "âcre"-adjective-fr
"acerba"-adjective-eo "âpre"-adjective-fr
"acerba"-adjective-eo "cinglant"-adjective-fr
"acerba"-adjective-eo "mordant"-adjective-fr
"acerba"-adjective-eo "aigre"-adjective-fr
"acerba"-adjective-eo "caustique"-adjective-fr
"acerba"-adjective-eo "corrosif"-adjective-fr
"acerbe"-adverb-eo "acerbement"-adverb-fr
"acerbe"-adverb-eo "aigrement"-adverb-fr
"acerbe"-adverb-eo "caustiquement"-adverb-fr
"acerbe"-adverb-eo "corrosivement"-adverb-fr
"acero"-noun-eo "érable"-noun-fr
"acero"-noun-eo "faux platane"-noun-fr
"acero"-noun-eo "sycomore"-noun-fr
"aĉetanto"-noun-eo "acheteur"-noun-fr
"aĉetanto"-noun-eo "acquéreur"-noun-fr
"acetato"-noun-eo "acétate"-noun-fr
"aĉetebla"-adjective-eo "à vendre"-adjective-fr
"aĉetebla"-adjective-eo "achetable"-adjective-fr
"aĉetebla"-adjective-eo "en vente"-adjective-fr
"acetileno"-noun-eo "acétylène"-noun-fr
"acetilo"-noun-eo "acétyle"-noun-fr
"aĉetisto"-noun-eo "acheteur"-noun-fr
"aĉetkapablo"-noun-eo "pouvoir d'achat"-noun-fr
"aceto"-noun-eo "acide acétique"-noun-fr
"aĉeto"-noun-eo "achat"-noun-fr
"acetono"-noun-eo "acétone"-noun-fr
"acida"-adjective-eo "acide"-adjective-fr
"acida"-adjective-eo "aigre"-adjective-fr
"acide"-adverb-eo "aigrement"-adverb-fr
"acide"-adverb-eo "acidement"-adverb-fr
"acido"-noun-eo "acide"-noun-fr
"acipenseredo"-noun-eo "acipenséridé"-noun-fr
"acipenserforma"-adjective-eo "acipensériforme"-adjective-fr
"acipensero"-noun-eo "esturgeon"-noun-fr
"Acoroj"-properNoun-eo "Açores"-properNoun-fr
"Acoroj"-properNoun-eo "les Açores"-properNoun-fr
"ACS"-properNoun-eo "ACS"-properNoun-fr
"aĉulo"-noun-eo "salaud"-noun-fr
"adaĝe"-adverb-eo "adagio"-adverb-fr
"adaĝo"-noun-eo "adagio"-noun-fr
"Adam"-properNoun-eo "Adam"-properNoun-fr
"Adamo"-properNoun-eo "Adam"-properNoun-fr
"adaptado"-noun-eo "adaptation"-noun-fr
"adapti"-verb-eo "adapter"-verb-fr
"adapti"-verb-eo "ajuster"-verb-fr
"adapti"-verb-eo "approprier"-verb-fr
"adapti"-verb-eo "assortir"-verb-fr
"adapti"-verb-eo "conformer"-verb-fr
"adapti"-verb-eo "remanier"-verb-fr
"adaptigo"-noun-eo "adaptation"-noun-fr
"adaptiĝo"-noun-eo "adaptation"-noun-fr
"adaptilo"-noun-eo "adaptateur"-noun-fr
"adapto"-noun-eo "adaptation"-noun-fr
"Adecco"-properNoun-eo "Adecco"-properNoun-fr
"adekvata"-adjective-eo "adéquat"-adjective-fr
"adekvata"-adjective-eo "idoine"-adjective-fr
"adekvata"-adjective-eo "pertinent"-adjective-fr
"adekvata"-adjective-eo "adapté"-adjective-fr
"adekvata"-adjective-eo "approprié"-adjective-fr
"adekvata"-adjective-eo "juste"-adjective-fr
"adekvata"-adjective-eo "opportun"-adjective-fr
"adekvata"-adjective-eo "propre"-adjective-fr
"adekvate"-adverb-eo "adéquatement"-adverb-fr
"adekvateco"-noun-eo "adéquation"-noun-fr
"adepta"-adjective-eo "adepte"-adjective-fr
"adepto"-noun-eo "adepte"-noun-fr
"adepto"-noun-eo "fidèle"-noun-fr
"adepto"-noun-eo "supporter"-noun-fr
"adepto"-noun-eo "supporteur"-noun-fr
"adhera"-adjective-eo "adhésif"-adjective-fr
"adhera"-adjective-eo "adhérent"-adjective-fr
"adheraĵo"-noun-eo "adhérence"-noun-fr
"adheraĵo"-noun-eo "fermeture"-noun-fr
"adheri"-verb-eo "adhérer"-verb-fr
"adheri"-verb-eo "coller"-verb-fr
"adhero"-noun-eo "adhérence"-noun-fr
"adhero"-noun-eo "adhésion"-noun-fr
"adianto"-noun-eo "capillaire"-noun-fr
"adiaŭ"-interjection-eo "au revoir"-interjection-fr
"adiaŭdiri"-verb-eo "dire adieu"-verb-fr
"adiaŭdiri"-verb-eo "faire ses adieux"-verb-fr
"adiaŭdiri"-verb-eo "prendre congé"-verb-fr
"adiaŭdiri"-verb-eo "quitter"-verb-fr
"adiaŭo"-noun-eo "adieu"-noun-fr
"adicia"-adjective-eo "additif"-adjective-fr
"adiciato"-noun-eo "nombre à ajouter"-noun-fr
"adicie"-adverb-eo "additivement"-adverb-fr
"adicii"-verb-eo "additionner"-verb-fr
"adicii"-verb-eo "ajouter"-verb-fr
"adicio"-noun-eo "addition"-noun-fr
"adjektivo"-noun-eo "adjectif"-noun-fr
"adjudanto"-noun-eo "adjudant"-noun-fr
"adjudiki"-verb-eo "faire un appel d'offres"-verb-fr
"adjudiki"-verb-eo "mettre aux enchères"-verb-fr
"adjudiki"-verb-eo "mettre en adjudication"-verb-fr
"adjudiko"-noun-eo "adjudication"-noun-fr
"adjudiko"-noun-eo "appel d'offres"-noun-fr
"adjudiko"-noun-eo "enchères"-noun-fr
"adjunkta"-adjective-eo "adjoint"-adjective-fr
"adjunkto"-noun-eo "adjoint"-noun-fr
"adjunkto"-noun-eo "assistant"-noun-fr
"adjutanto"-noun-eo "aide-de-camp"-noun-fr
"administra"-adjective-eo "administratif"-adjective-fr
"administracia"-adjective-eo "administratif"-adjective-fr
"administracie"-adverb-eo "administrativement"-adverb-fr
"administracio"-noun-eo "administration"-noun-fr
"administrantaro"-noun-eo "administration"-noun-fr
"administranto"-noun-eo "administrateur"-noun-fr
"administranto"-noun-eo "administratif"-noun-fr
"administre"-adverb-eo "administrativement"-adverb-fr
"administrejo"-noun-eo "administration"-noun-fr
"admira"-adjective-eo "admiratif"-adjective-fr
"admiralitato"-noun-eo "amirauté"-noun-fr
"admiralo"-noun-eo "amiral"-noun-fr
"admiranta"-adjective-eo "admirateur"-adjective-fr
"admiranto"-noun-eo "admirateur"-noun-fr
"admire"-adverb-eo "admirativement"-adverb-fr
"admirinda"-adjective-eo "admirable"-adjective-fr
"admirinde"-adverb-eo "admirablement"-adverb-fr
"admiro"-noun-eo "admiration"-noun-fr
"admitanco"-noun-eo "admittance"-noun-fr
"admono"-noun-eo "admonestation"-noun-fr
"admono"-noun-eo "exhortation"-noun-fr
"admono"-noun-eo "mise en garde"-noun-fr
"admono"-noun-eo "réprimande"-noun-fr
"admono"-noun-eo "avertissement"-noun-fr
"admono"-noun-eo "ordre"-noun-fr
"admono"-noun-eo "reproche"-noun-fr
"adobo"-noun-eo "adobe"-noun-fr
"adoleska"-adjective-eo "adolescent"-adjective-fr
"adoleskanto"-noun-eo "adolescent"-noun-fr
"adolesko"-noun-eo "adolescence"-noun-fr
"adoleskulo"-noun-eo "adolescent"-noun-fr
"adoleskulo"-noun-eo "ado"-noun-fr
"Adolfo"-properNoun-eo "Adolphe"-properNoun-fr
"adolta"-adjective-eo "adulte"-adjective-fr
"adolteco"-noun-eo "âge adulte"-noun-fr
"adolteco"-noun-eo "maturité"-noun-fr
"adoltiĝo"-noun-eo "maturation"-noun-fr
"adoltiĝo"-noun-eo "croissance"-noun-fr
"adolto"-noun-eo "adulte"-noun-fr
"adoptado"-noun-eo "adoption"-noun-fr
"adopti"-verb-eo "adopter"-verb-fr
"adopti"-verb-eo "choisir"-verb-fr
"adopti"-verb-eo "prendre"-verb-fr
"adopti"-verb-eo "ranger"-verb-fr
"adoptiĝo"-noun-eo "adoption"-noun-fr
"adoptita"-adjective-eo "adoptif"-adjective-fr
"adopto"-noun-eo "adoption"-noun-fr
"adorado"-noun-eo "adoration"-noun-fr
"adoranta"-adjective-eo "adorateur"-adjective-fr
"adoranto"-noun-eo "adorateur"-noun-fr
"adoro"-noun-eo "adoration"-noun-fr
"adrenalino"-noun-eo "adrénaline"-noun-fr
"adrenalino"-noun-eo "épinéphrine"-noun-fr
"adresanto"-noun-eo "destinateur"-noun-fr
"adresanto"-noun-eo "expéditeur"-noun-fr
"adresaro"-noun-eo "carnet d'adresses"-noun-fr
"adresaro"-noun-eo "directoire"-noun-fr
"adresato"-noun-eo "destinataire"-noun-fr
"adresita"-adjective-eo "destinataire"-adjective-fr
"adreso"-noun-eo "adresse"-noun-fr
"adstringa"-adjective-eo "astringent"-adjective-fr
"adulta"-adjective-eo "adultère"-adjective-fr
"adulta"-adjective-eo "adultérin"-adjective-fr
"adulta"-adjective-eo "infidéle"-adjective-fr
"adultado"-noun-eo "adultère"-noun-fr
"adultado"-noun-eo "cocufiage"-noun-fr
"adultado"-noun-eo "infidélité"-noun-fr
"adultema"-adjective-eo "adultère"-adjective-fr
"adultema"-adjective-eo "infidèle"-adjective-fr
"adulto"-noun-eo "cocufiage"-noun-fr
"adulto"-noun-eo "adultère"-noun-fr
"adulto"-noun-eo "infidélité"-noun-fr
"adultulo"-noun-eo "adultère"-noun-fr
"adultulo"-noun-eo "adultérin"-noun-fr
"adultulo"-noun-eo "homme adultère"-noun-fr
"adultulo"-noun-eo "femme adultère"-noun-fr
"advento"-noun-eo "avent"-noun-fr
"adverbo"-noun-eo "adverbe"-noun-fr
"adversa"-adjective-eo "adverse"-adjective-fr
"adverse"-adverb-eo "adversement"-adverb-fr
"advokato"-noun-eo "avocat"-noun-fr
"advokato"-noun-eo "intercesseur"-noun-fr
"advokato"-noun-eo "défenseur"-noun-fr
"adzo"-noun-eo "aissette"-noun-fr
"adzo"-noun-eo "asse"-noun-fr
"adzo"-noun-eo "erminette"-noun-fr
"adzo"-noun-eo "herminette"-noun-fr
"Aegon"-properNoun-eo "Aegon"-properNoun-fr
"AEON"-properNoun-eo "AEON"-properNoun-fr
"aera"-adjective-eo "aérien"-adjective-fr
"aera"-adjective-eo "d'air"-adjective-fr
"aera"-adjective-eo "inconsistant"-adjective-fr
"aera"-adjective-eo "vain"-adjective-fr
"aerarmeo"-noun-eo "armée de l'air"-noun-fr
"aerkondukilo"-noun-eo "conduit d'aération"-noun-fr
"aerkondukilo"-noun-eo "galerie d'aération"-noun-fr
"aerkuseno"-noun-eo "airbag"-noun-fr
"aero"-noun-eo "air"-noun-fr
"aerobia"-adjective-eo "aérobie"-adjective-fr
"aerodinamika"-adjective-eo "aérodynamique"-adjective-fr
"aerodinamike"-adverb-eo "aérodynamiquement"-adverb-fr
"aerodinamiko"-noun-eo "aérodynamique"-noun-fr
"aerodinamismo"-noun-eo "aérodynamisme"-noun-fr
"aerodromo"-noun-eo "aérodrome"-noun-fr
"aerodromo"-noun-eo "terrain d'aviation"-noun-fr
"aerofloto"-noun-eo "flotte aérienne"-noun-fr
"aerokondukilo"-noun-eo "conduit d'aération"-noun-fr
"aerokondukilo"-noun-eo "galerie d'aération"-noun-fr
"aerolito"-noun-eo "aérolithe"-noun-fr
"aerolito"-noun-eo "météorite"-noun-fr
"aerometro"-noun-eo "aéromètre"-noun-fr
"aeronaŭtika"-adjective-eo "aéronautique"-adjective-fr
"aeronaŭtike"-adverb-eo "aéronautiquement"-adverb-fr
"aeronaŭtiko"-noun-eo "aéronautique"-noun-fr
"aeronaŭto"-noun-eo "aéronaute"-noun-fr
"aeronaŭto"-noun-eo "aérostier"-noun-fr
"aeroplano"-noun-eo "aéroplane"-noun-fr
"aeroplano"-noun-eo "avion"-noun-fr
"aerospaca"-adjective-eo "aérospatial"-adjective-fr
"Aérospatiale"-properNoun-eo "Aérospatiale"-properNoun-fr
"aerostato"-noun-eo "aérostat"-noun-fr
"aerostato"-noun-eo "ballon"-noun-fr
"aerpirato"-noun-eo "pirate de l'air"-noun-fr
"aerpoŝta"-adjective-eo "aéropostal"-adjective-fr
"aerŝtono"-noun-eo "aérolithe"-noun-fr
"aertransporto"-noun-eo "transport aérien"-noun-fr
"Aetna"-properNoun-eo "Aetna"-properNoun-fr
"afabla"-adjective-eo "affable"-adjective-fr
"afabla"-adjective-eo "aimable"-adjective-fr
"afabla"-adjective-eo "avenant"-adjective-fr
"afabla"-adjective-eo "convivial"-adjective-fr
"afabla"-adjective-eo "gentil"-adjective-fr
"afabla"-adjective-eo "brave"-adjective-fr
"afabla"-adjective-eo "intuitif"-adjective-fr
"afabla"-adjective-eo "prévenant"-adjective-fr
"afable"-adverb-eo "affablement"-adverb-fr
"afableco"-noun-eo "convivialité"-noun-fr
"afara"-adjective-eo "afar"-adjective-fr
"afaro"-noun-eo "Afar"-noun-fr
"afazio"-noun-eo "aphasie"-noun-fr
"afekcia"-adjective-eo "affectif"-adjective-fr
"afekcie"-adverb-eo "affectivement"-adverb-fr
"afekcii"-verb-eo "affecter"-verb-fr
"afekcii"-verb-eo "choquer"-verb-fr
"afekcii"-verb-eo "commotionner"-verb-fr
"afekcii"-verb-eo "émouvoir"-verb-fr
"afekcii"-verb-eo "secouer"-verb-fr
"afekcio"-noun-eo "affection de l'âme"-noun-fr
"afekcio"-noun-eo "affection"-noun-fr
"afekcio"-noun-eo "secousse"-noun-fr
"afekcio"-noun-eo "transport nerveux"-noun-fr
"afekcio"-noun-eo "choc"-noun-fr
"afekcio"-noun-eo "commotion"-noun-fr
"afekcio"-noun-eo "émotion"-noun-fr
"afekcio"-noun-eo "maladie"-noun-fr
"afekta"-adjective-eo "affecté"-adjective-fr
